ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,May 2025,Group-IB,Group-IB,Singapore,Egypt,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 44,New
2,May 2025,Guangzhou Autom…,Guangzhou Autom…,China,Egypt,Automotive OEM,Automobiles,Manufacturing,$300.00m,"* 1,771",New
3,May 2025,Hewlett Packard E…,Hewlett Packard E…,United States,Egypt,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 44,New
4,May 2025,Hightex Industrial,Hightex Industrial,China,Egypt,Textiles,Textile product mills,Manufacturing,$17.00m,300,New
5,May 2025,HP (Hewlett-Packa…,HP (Hewlett-Packa…,United States,Egypt,Business machines &…,Computer & peripher…,Business Services,* $4.00m,* 15,Expansion
6,May 2025,Huhtamaki,Huhtamaki Egypt,Finland,Egypt,"Paper, printing & pac…",Converted paper pro…,Manufacturing,$29.31m,61,New
7,May 2025,Mondelez Internat…,Mondelez Internat…,United States,Egypt,Food and Beverages,Sugar & confectionar…,Research & Develop…,* $12.00m,* 55,Co-Location
8,May 2025,Omar Kassem Ale…,Saudi Real Estate …,Saudi Arabia,Egypt,Real estate,Residential building …,Construction,$60.00m,* 90,New
9,May 2025,Rijk Zwaan,Rijk Zwaan,Netherlands,Egypt,Food and Beverages,Crop production,"Sales, Marketing & S…",* $4.50m,* 18,New
10,May 2025,Scatec AS,Scatec AS,Norway,Egypt,Renewable energy,Solar electric power,Electricity,$650.00m,* 202,New
11,May 2025,Spectrum.Life,Spectrum.Life,Ireland,Egypt,Software & IT services,"Software publishers,…",Research & Develop…,* $3.70m,20,New
12,Apr 2025,Qabas Consulting …,Qabas Consulting …,Libya,Egypt,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 37,New
13,Apr 2025,Altice NV,Intelcia,Netherlands,Egypt,Business services,Business support ser…,Headquarters,* $109.10m,"1,300",New
14,Apr 2025,Azadea Group,Azadea Group,Lebanon,Egypt,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
15,Apr 2025,Azentio Software,Azentio Software,Singapore,Egypt,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 44,Expansion
