ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,May 2004,Kerzner Internatio…,Kerzner Internatio…,Bahamas,South Africa,Hotels & tourism,Accommodation,Construction,* $129.80m,* 219,New
2,May 2004,Mitsui & Co,Mitsui & Co,Japan,South Africa,Renewable energy,Biomass power,Manufacturing,* $187.60m,* 109,New
3,May 2004,Software AG,Software AG,Germany,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $6.60m,30,New
4,May 2004,Toyota Motor,Toyota,Japan,South Africa,Automotive OEM,Automobiles,Manufacturing,* $116.30m,* 844,Expansion
5,Apr 2004,ABB (Asea Brown …,ABB (Asea Brown …,Switzerland,South Africa,Industrial equipment,Mechanical power tr…,Maintenance & Servi…,* $5.00m,* 27,New
6,Apr 2004,Indusind Bank,Indusind Bank,India,South Africa,Financial services,Retail banking,Business Services,* $11.00m,* 21,New
7,Apr 2004,Mitsubishi Chemic…,Mitsubishi Chemic…,Japan,South Africa,Metals,Iron & steel mills & f…,Manufacturing,* $76.80m,* 223,Expansion
8,Apr 2004,Sodra,Sodra Cell,Sweden,South Africa,"Paper, printing & pac…","Pulp, paper, & paper…",Manufacturing,* $84.70m,* 76,New
9,Apr 2004,Syndicate Bank,Syndicate Bank,India,South Africa,Financial services,Retail banking,Business Services,* $11.00m,* 21,New
10,Mar 2004,Aunde Group,Aunde,Germany,South Africa,Automotive compon…,Motor vehicle seatin…,Manufacturing,* $16.10m,* 112,New
11,Mar 2004,Bayer,Bayer,Germany,South Africa,Chemicals,"Paints, coatings, add…",Manufacturing,$4.00m,* 5,Expansion
12,Mar 2004,Energy Randers H…,Energy Randers,Denmark,South Africa,Renewable energy,Biomass power,Manufacturing,$2.70m,* 2,New
13,Mar 2004,Equinor (Statoil),Equinor (Statoil),Norway,South Africa,"Coal, oil & gas","Natural, liquefied an…",Manufacturing,* $1.41bn,* 213,New
14,Mar 2004,HSBC Holdings,HSBC Bank,United Kingdom,South Africa,Financial services,Retail banking,Headquarters,* $45.10m,* 91,New
15,Mar 2004,MAN Trucks,German Submarin…,Germany,South Africa,Engines & turbines,Engines & Turbines,Manufacturing,$2.33m,* 11,Expansion
