ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,May 2014,Inesfly,Inesfly,Spain,Democratic Repu…,Pharmaceuticals,Pharmaceutical prep…,Manufacturing,* $33.60m,* 205,New
2,Feb 2014,Millicom Internati…,Tigo,Luxembourg,Democratic Repu…,Communications,Wireless telecommu…,ICT & Internet Infras…,* $122.20m,* 100,New
3,Jan 2014,International Cont…,International Cont…,Philippines,Democratic Repu…,Transportation & Wa…,Warehousing & stora…,"Logistics, Distributio…",$100.00m,* 444,New
4,Jan 2014,Skywire,Skywire,South Africa,Democratic Repu…,Communications,Wireless telecommu…,ICT & Internet Infras…,* $122.20m,* 100,New
5,Oct 2013,Douja Promotion …,Douja Promotion …,Morocco,Democratic Repu…,Real estate,Residential building …,Construction,$344.12m,* 514,New
6,Oct 2013,Ecobank Transnati…,Ecobank Transnati…,Togo,Democratic Repu…,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
7,Oct 2013,Ecobank Transnati…,Ecobank Transnati…,Togo,Democratic Repu…,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
8,Oct 2013,Millicom Internati…,Tigo,Luxembourg,Democratic Repu…,Communications,Communications equ…,Retail,* $6.30m,* 31,New
9,Sep 2013,Cote Ouest,Cote Ouest,Côte d Ivoire,Democratic Repu…,Communications,Radio & TV broadcas…,"Sales, Marketing & S…",* $4.70m,* 62,New
10,Jul 2013,AECI,AEL Mining Services,South Africa,Democratic Repu…,Chemicals,Other chemical prod…,Manufacturing,* $285.70m,* 455,New
11,Jun 2013,Ericsson,Ericsson,Sweden,Democratic Repu…,Communications,Wireless telecommu…,Technical Support Ce…,* $12.70m,* 141,New
12,May 2013,Lucky Cement,Nyumba Ya Akiba,Pakistan,Democratic Repu…,Building materials,Cement & concrete p…,Manufacturing,* $158.60m,* 496,New
13,May 2013,PPC (Pretoria Portl…,PPC (Pretoria Portl…,South Africa,Democratic Repu…,Building materials,Cement & concrete p…,Manufacturing,$200.00m,* 490,New
14,May 2013,Toyota Motor,CFAO Group,Japan,Democratic Repu…,Food and Beverages,Food & beverage ret…,Retail,* $12.70m,* 107,New
15,Apr 2013,Wah Seong,Wah Seong,Malaysia,Democratic Repu…,Renewable energy,Biomass power,Electricity,* $5.40m,* 2,New
