ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Aug 2012,Ford Motor Compa…,Ford South Africa,United States,South Africa,Automotive OEM,Light trucks & utility …,Manufacturing,* $85.10m,* 400,Expansion
2,Aug 2012,Ford Motor Compa…,Ford South Africa,United States,South Africa,Automotive compon…,Motor vehicle gasolin…,Manufacturing,* $36.20m,* 400,Expansion
3,Aug 2012,Foregenix,Foregenix,United Kingdom,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
4,Aug 2012,KCI Konecranes,KCI Konecranes,Finland,South Africa,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 11,New
5,Aug 2012,KeyedIn Solutions,KeyedIn Solutions,United States,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
6,Aug 2012,Koppert,Koppert,Netherlands,South Africa,Chemicals,"Pesticide, fertilisers …","Sales, Marketing & S…",* $2.80m,* 13,New
7,Aug 2012,Nestle,Nestle,Switzerland,South Africa,Food and Beverages,Snack food,"Logistics, Distributio…",$4.53m,* 13,New
8,Aug 2012,NRG Systems,NRG Systems,United States,South Africa,Industrial equipment,Measuring & control …,"Logistics, Distributio…",* $15.90m,* 50,New
9,Aug 2012,Power Electronics …,Power Electronics …,Spain,South Africa,Electronic components,All other electrical e…,"Sales, Marketing & S…",* $1.80m,* 13,New
10,Jul 2012,Applied Chemicals…,Applied Chemicals…,Switzerland,South Africa,Chemicals,"Paints, coatings, add…","Sales, Marketing & S…",* $2.80m,* 13,New
11,Jul 2012,Arendals Fosseko…,NSSL Global,Norway,South Africa,Communications,Satellite telecommu…,"Sales, Marketing & S…",* $4.70m,* 62,New
12,Jul 2012,CSA Global (CSA …,CSA Global (CSA …,Australia,South Africa,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 17,New
13,Jul 2012,Enza Zaden,Enza Zaden,Netherlands,South Africa,Biotechnology,In-Vitro diagnostic s…,Research & Develop…,* $37.40m,* 52,New
14,Jul 2012,Ferrero,Ferrero,Italy,South Africa,Food and Beverages,Sugar & confectionar…,Manufacturing,* $36.00m,* 100,Expansion
15,Jul 2012,Information Publis…,Exchange Data In…,United Kingdom,South Africa,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 17,New
