ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jan 2019,Digital Virgo,Digital Virgo,France,Cameroon,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 18,New
2,Jan 2019,Sanlam Group,Continental Reins…,South Africa,Cameroon,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
3,Jan 2019,Toyota Motor,CFAO Group,Japan,Cameroon,Food and Beverages,Food & beverage ret…,Retail,* $12.70m,* 107,New
4,Nov 2018,Electricite de Fran…,Nachtigal Hydro P…,France,Cameroon,Renewable energy,Hydroelectric power,Electricity,* $206.10m,* 57,New
5,May 2018,Ukrainian Flour Co…,Ukrainian Flour Co…,Ukraine,Cameroon,Food and Beverages,Bakeries & tortillas,"Sales, Marketing & S…",* $4.50m,* 18,New
6,Apr 2018,Nestle,Nestle,Switzerland,Cameroon,Food and Beverages,Dairy products,Manufacturing,$5.05m,12,New
7,Mar 2018,L'École supérieure…,L'École supérieure…,Tunisia,Cameroon,Business services,"Technical, trade & ot…",Education & Training,* $9.40m,* 46,New
8,Feb 2018,Talal Abu-Ghazale…,Talal Abu-Ghazale…,Jordan,Cameroon,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 38,New
9,Feb 2018,Toyota Motor,CFAO Group,Japan,Cameroon,Real estate,Commercial & institu…,Construction,$56.48m,* 84,New
10,Feb 2018,Toyota Motor,CFAO Group,Japan,Cameroon,Food and Beverages,Food & beverage ret…,Retail,* $12.70m,* 107,New
11,Jan 2018,Raubex,Raubex Renovo,South Africa,Cameroon,Real estate,Commercial & institu…,Construction,$52.93m,* 79,New
12,Dec 2017,MTN Group,MTN Cameroon,South Africa,Cameroon,Communications,Wireless telecommu…,Retail,* $6.30m,* 31,New
13,Dec 2017,Sika,Sika,Switzerland,Cameroon,Chemicals,"Paints, coatings, add…",Manufacturing,* $285.70m,* 455,New
14,Oct 2017,SECI Societa Eser…,EB Solaire,Italy,Cameroon,Renewable energy,Solar electric power,Electricity,* $206.10m,* 57,New
15,Aug 2017,Bombelli,Bombelli,Italy,Cameroon,Industrial equipment,Textile machinery,Manufacturing,* $29.80m,* 219,New
