ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jun 2026,Axian,WeLight,Madagascar,Democratic Repu…,Renewable energy,Solar electric power,Electricity,* $206.10m,* 57,New
2,Jun 2026,Dentons,Dentons,United Kingdom,Democratic Repu…,Business services,Legal services,Business Services,* $27.80m,* 38,New
3,May 2026,Renewvia Energy,Renewvia Solar Af…,United States,Democratic Repu…,Renewable energy,Solar electric power,Electricity,* $187.50m,* 58,New
4,Apr 2026,Helios Towers,Helios Towers,United Kingdom,Democratic Repu…,Communications,Wired telecommunic…,ICT & Internet Infras…,$110.00m,* 16,New
5,Mar 2026,ADNA,ADNA,Algeria,Democratic Repu…,Business services,Legal services,Business Services,* $27.80m,* 38,New
6,Mar 2026,ES-KO,Navitrans,Monaco,Democratic Repu…,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $6.30m,* 18,New
7,Mar 2026,Refriango,Refriango,Angola,Democratic Repu…,Food and Beverages,Soft drinks & ice,Manufacturing,* $45.80m,* 263,New
8,Nov 2025,Utopia Pharmaceu…,Utopia Pharmaceu…,Egypt,Democratic Repu…,Pharmaceuticals,Pharmaceutical prep…,"Logistics, Distributio…",* $2.00m,* 9,New
9,Oct 2025,Africa Re,Africa Re,Nigeria,Democratic Repu…,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
10,Oct 2025,CMOC Group (Chi…,CMOC Group (Chi…,China,Democratic Repu…,Metals,"Copper, nickel, lead, …",Extraction,$1.08bn,"* 1,611",Expansion
11,Sep 2025,Motjuan,Motjuan,UAE,Democratic Repu…,Metals,Other metal ore mini…,"Sales, Marketing & S…",* $1.90m,* 8,New
12,Jun 2025,DALDEWOLF,DALDEWOLF,Belgium,Democratic Repu…,Business services,Legal services,Business Services,* $27.80m,* 38,New
13,May 2025,Embed Financial G…,Embed Financial G…,Singapore,Democratic Repu…,Software & IT services,"Software publishers,…",Business Services,* $5.90m,* 162,New
14,Apr 2025,KoBold Metals,KoBold Metals,United States,Democratic Repu…,Metals,"Copper, nickel, lead, …","Sales, Marketing & S…",* $1.90m,* 8,New
15,Mar 2025,TASS Russian Ne…,TASS Russian Ne…,Russia,Democratic Repu…,Business services,"Newspaper, periodic…",Business Services,* $27.80m,* 38,New
