ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Dec 2005,TriGranit,TriGranit,Hungary,Seychelles,Hotels & tourism,Accommodation,Construction,$47.30m,* 121,New
2,Mar 2005,The Emirates Group,Emirates Airline,UAE,Seychelles,Transportation & Wa…,Air transportation,"Sales, Marketing & S…",* $15.30m,* 10,New
3,Jun 2004,Albwardy Investm…,Albwardy Investm…,UAE,Seychelles,Hotels & tourism,Accommodation,Construction,$70.00m,* 179,New
4,Apr 2004,Thomas Cook Gro…,Thomas Cook India,Germany,Seychelles,Hotels & tourism,Travel arrangement …,"Sales, Marketing & S…",* $0.90m,* 13,New
5,Mar 2004,Hatsun Agro Prod…,Hatsun Agro Prod…,India,Seychelles,Food and Beverages,Dairy products,Manufacturing,* $58.40m,* 429,New
6,Mar 2026,Dangote Group,Dangote Cement,Nigeria,Sierra Leone,Building materials,Cement & concrete p…,Manufacturing,* $158.60m,* 496,Expansion
7,Dec 2025,Orange (France Te…,Orange Sierra Leo…,France,Sierra Leone,Communications,Computing infrastruc…,ICT & Internet Infras…,$26.99m,* 4,New
8,Oct 2025,Scatec AS,Release,Norway,Sierra Leone,Renewable energy,Solar electric power,Electricity,* $206.10m,* 57,New
9,Feb 2024,CrossBoundary,CrossBoundary,Kenya,Sierra Leone,Renewable energy,Solar electric power,Electricity,* $206.10m,* 57,New
10,Feb 2024,SFI & Greentek B…,SFI & Greentek B…,Canada,Sierra Leone,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
11,Dec 2023,Frontier Energy,Frontier Energy,Denmark,Sierra Leone,Renewable energy,Solar electric power,Electricity,$52.00m,* 16,New
12,Nov 2023,Octopus Group,Octopus Energy,United Kingdom,Sierra Leone,Renewable energy,Other electric power …,"Sales, Marketing & S…",* $22.90m,* 25,New
13,Nov 2023,Octopus Group,Octopus Energy,United Kingdom,Sierra Leone,Renewable energy,Wind electric power,Electricity,* $206.10m,* 57,New
14,Nov 2023,Sherbro Alliance P…,Sherbro Alliance P…,United Kingdom,Sierra Leone,Real estate,Industrial building co…,"Sales, Marketing & S…",* $15.90m,* 25,New
15,May 2023,Miro Forestry and …,Miro Forestry and …,United Kingdom,Sierra Leone,Wood products,Forestry & logging,Manufacturing,* $56.90m,"* 2,573",New
