ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Feb 2012,Raystream,Raystream,United States,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 9,New
2,Feb 2012,Smeg (Smalterie …,Smeg South Africa,Italy,South Africa,Consumer electronics,Household appliances,Retail,* $9.20m,* 78,New
3,Feb 2012,Stixis Technologies,Stixis Technologies,India,South Africa,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 63,New
4,Feb 2012,Systech Internatio…,Systech Internatio…,United Kingdom,South Africa,Business services,"Professional, scientifi…",Business Services,* $6.80m,* 15,New
5,Feb 2012,Techno Brain,Techno Brain,Tanzania,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 9,New
6,Feb 2012,Vina Concha y Toro,Vina Concha y Toro,Chile,South Africa,Food and Beverages,Wineries,"Sales, Marketing & S…",* $19.00m,* 22,New
7,Jan 2012,Ciglow Industrial …,Ciglow Industrial …,United Kingdom,South Africa,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 17,New
8,Jan 2012,Dewey & LeBoeuf …,Dewey & LeBoeuf …,United States,South Africa,Business services,Legal services,Business Services,* $2.20m,12,Expansion
9,Jan 2012,DiamondCorp,DiamondCorp,United Kingdom,South Africa,Minerals,Nonmetallic mineral …,Extraction,$32.83m,* 96,New
10,Jan 2012,Flexible Contact S…,Flexible Contact S…,Ireland,South Africa,Communications,Other telecommunic…,"Sales, Marketing & S…",* $0.05m,* 2,New
11,Jan 2012,Focus Softnet,Focus Softnet,UAE,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
12,Jan 2012,FocusPoint Intern…,FocusPoint Intern…,United States,South Africa,Business services,Other support services,Headquarters,* $13.80m,* 85,New
13,Jan 2012,Germanischer Lloyd,Garrad Hassan & …,Germany,South Africa,Business services,Environmental consu…,Business Services,* $6.80m,* 15,New
14,Jan 2012,Groupon,Groupon South Af…,United States,South Africa,Software & IT services,Internet publishing …,"Sales, Marketing & S…",* $4.00m,18,New
15,Jan 2012,Komatsu Mining C…,Komatsu Mining C…,United States,South Africa,Industrial equipment,"Agriculture, construc…","Logistics, Distributio…",$9.00m,* 50,Co-Location
