ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Feb 2025,Midis Group,Mindware,Lebanon,Kenya,Business machines &…,Computer & peripher…,Headquarters,* $28.90m,* 81,New
2,Feb 2025,Von Seidels,Von Seidels,South Africa,Kenya,Business services,Legal services,Business Services,* $27.80m,* 41,New
3,Jan 2025,Global Admission,Global Admission,United Kingdom,Kenya,Business services,Educational support …,Business Services,* $27.80m,* 41,New
4,Jan 2025,Global Tea & Com…,Global Tea & Com…,United Kingdom,Kenya,Food and Beverages,Coffee & tea,Manufacturing,$24.76m,600,Expansion
5,Jan 2025,ITVAR,ITVAR,UAE,Kenya,Hotels & tourism,Travel arrangement …,"Sales, Marketing & S…",* $1.30m,* 18,New
6,Jan 2025,Kouzon Corporation,Kouzon Corporation,North Macedonia,Kenya,Business services,Employment services,Business Services,* $27.80m,* 41,New
7,Jan 2025,Linglong Group (S…,Shandong Linglon…,China,Kenya,Rubber,Tyres,Manufacturing,$800.00m,"1,500",New
8,Jan 2025,Printcare,Printcare,Sri Lanka,Kenya,"Paper, printing & pac…",Converted paper pro…,Manufacturing,* $45.00m,* 171,New
9,Jan 2025,TP (Teleperforman…,TP (Teleperforman…,France,Kenya,Business services,Business support ser…,Business Services,* $542.30m,"3,600",Expansion
10,Nov 2024,Accor,Novotel,France,Kenya,Hotels & tourism,Accommodation,Construction,* $98.00m,* 202,New
11,Nov 2024,AfricaWorkPower,AfricaWorkPower,Finland,Kenya,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 162,New
12,Nov 2024,Amicorp Group,Amicorp Group,Hong Kong,Kenya,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
13,Nov 2024,Eni SpA,Eni SpA,Italy,Kenya,Food and Beverages,Grains & oilseed,Manufacturing,* $24.10m,* 162,Expansion
14,Nov 2024,Execo,Execo,United States,Kenya,Business services,Legal services,Business Services,* $15.10m,100,New
15,Nov 2024,Hongdefa Machine…,Hongdefa Machine…,China,Kenya,Industrial equipment,"Agriculture, construc…","Sales, Marketing & S…",* $2.90m,* 11,New
