ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Mar 2022,Bansard Internati…,Bansard Internati…,France,Tunisia,Transportation & Wa…,Air transportation,"Sales, Marketing & S…",* $6.30m,* 18,Expansion
2,Mar 2022,VEO Worldwide Se…,VEO Worldwide Se…,Romania,Tunisia,Software & IT services,Other (Software & IT…,Headquarters,* $12.20m,* 73,New
3,Mar 2022,Ziegler,Ziegler,Belgium,Tunisia,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $6.30m,* 18,New
4,Feb 2022,Venari Security,Venari Security,United Kingdom,Tunisia,Software & IT services,"Software publishers,…",Research & Develop…,* $3.70m,20,New
5,Oct 2021,MICLA Engineerin…,MICLA Engineerin…,Italy,Tunisia,Business services,"Architectural, engine…",Business Services,* $7.50m,50,New
6,Oct 2021,Vernicolor,Vernicolor,France,Tunisia,Plastics,Laminated plastics pl…,Manufacturing,$11.01m,350,New
7,Sep 2021,Econet Global,Africa Data Centres,Mauritius,Tunisia,Communications,Computing infrastruc…,ICT & Internet Infras…,* $122.20m,* 100,New
8,Sep 2021,Saqara,Saqara,France,Tunisia,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 18,New
9,Jun 2021,CloudFlare,CloudFlare,United States,Tunisia,Communications,Computing infrastruc…,ICT & Internet Infras…,* $122.20m,* 100,New
10,May 2021,ANT Precision Ind…,ANT Precision Ind…,Taiwan,Tunisia,Electronic components,All other electrical e…,Manufacturing,$1.18m,50,New
11,Mar 2021,The App Lab (Tou…,The App Lab (Tou…,France,Tunisia,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 18,New
12,Feb 2021,Autoliv,Autoliv Tunisia,Sweden,Tunisia,Automotive compon…,Other motor vehicle …,Manufacturing,$29.55m,500,Expansion
13,Dec 2020,Croda,Iberchem,United Kingdom,Tunisia,Chemicals,"Paints, coatings, add…",Manufacturing,* $285.70m,* 455,Expansion
14,Dec 2020,Toray Industries,Toray Industries,Japan,Tunisia,Plastics,Artificial & synthetic …,Manufacturing,* $76.80m,800,New
15,Sep 2020,Vitol Group,Vivo Energy,Netherlands,Tunisia,Automotive OEM,Automobiles,Maintenance & Servi…,* $1.70m,* 61,New
