ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Dec 2013,Syrah Resources,Syrah Resources,Australia,Mozambique,Minerals,Nonmetallic mineral …,Extraction,$144.00m,* 420,New
2,Oct 2013,BP (British Petrole…,BP (British Petrole…,United Kingdom,Mozambique,Transportation & Wa…,Petroleum bulk stati…,"Logistics, Distributio…",* $21.33m,* 95,Expansion
3,Oct 2013,BP (British Petrole…,BP (British Petrole…,United Kingdom,Mozambique,Transportation & Wa…,Petroleum bulk stati…,"Logistics, Distributio…",* $21.33m,* 95,Expansion
4,Oct 2013,BP (British Petrole…,BP (British Petrole…,United Kingdom,Mozambique,Transportation & Wa…,Petroleum bulk stati…,"Logistics, Distributio…",* $21.33m,* 95,Expansion
5,Oct 2013,Environmental Re…,Environmental Re…,United Kingdom,Mozambique,Business services,Environmental consu…,Business Services,* $27.80m,* 38,New
6,Oct 2013,Flexenclosure,Flexenclosure,Sweden,Mozambique,Communications,Communications equ…,"Sales, Marketing & S…",* $4.70m,* 62,New
7,Oct 2013,MER Group,MER Group,Israel,Mozambique,Communications,Wireless telecommu…,"Logistics, Distributio…",* $43.30m,* 151,New
8,Oct 2013,Murray & Roberts,Murray & Roberts,South Africa,Mozambique,Business services,Heavy & civil engine…,Business Services,* $27.80m,* 38,New
9,Oct 2013,World Freight,Air Logistics Group,United Kingdom,Mozambique,Transportation & Wa…,Air transportation,"Sales, Marketing & S…",* $6.30m,* 18,New
10,Sep 2013,Clover Industries,Clover Industries,South Africa,Mozambique,Food and Beverages,Dairy products,Manufacturing,* $51.90m,* 285,New
11,Sep 2013,Spencer Ogden En…,Spencer Ogden En…,United Kingdom,Mozambique,Business services,Employment services,Business Services,* $27.80m,* 38,New
12,Sep 2013,ThyssenKrupp,ThyssenKrupp En…,Germany,Mozambique,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 11,New
13,Sep 2013,Vodafone Group,Vodacom Mozamb…,United Kingdom,Mozambique,Communications,Computing infrastruc…,ICT & Internet Infras…,* $122.20m,* 100,New
14,Aug 2013,Drive Control Cor…,Drive Control Cor…,South Africa,Mozambique,Business machines &…,Computer & peripher…,"Sales, Marketing & S…",* $11.10m,* 37,New
15,Aug 2013,Estee Lauder,MAC Cosmetics,United States,Mozambique,Consumer products,"Cosmetics, perfume,…",Retail,* $10.90m,* 170,New
