ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Apr 2016,Networks Unlimited,Networks Unlimited,South Africa,Mauritius,Communications,Other telecommunic…,Headquarters,* $36.10m,* 95,New
2,Apr 2016,XtraSpace,XtraSpace,South Africa,Mauritius,Transportation & Wa…,Warehousing & stora…,"Logistics, Distributio…",* $167.70m,* 111,New
3,Mar 2016,Bank of China,Bank of China,China,Mauritius,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
4,Mar 2016,Urban Link,Urban Link,South Africa,Mauritius,Real estate,Rental & leasing ser…,"Sales, Marketing & S…",* $15.90m,* 25,New
5,Oct 2015,Cooper Gay Swett…,Cooper Gay Swett…,United Kingdom,Mauritius,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
6,Sep 2015,Tata Group,Tata Motors,India,Mauritius,Automotive OEM,Light trucks & utility …,Manufacturing,* $6.78m,* 40,New
7,Jun 2015,Mantu Group (Am…,Mantu Group (Am…,Switzerland,Mauritius,Software & IT services,Custom computer pr…,Business Services,* $4.00m,50,New
8,Apr 2015,Equinoxe,Equinoxe,Bermuda,Mauritius,Financial services,Investment manage…,Business Services,* $9.60m,* 27,Expansion
9,Mar 2015,Barnes,Barnes,France,Mauritius,Real estate,Real estate services,"Sales, Marketing & S…",* $15.90m,* 25,New
10,Mar 2015,Hareon Solar Tech…,Hareon Solar Tech…,China,Mauritius,Electronic components,All other electrical e…,"Sales, Marketing & S…",* $1.80m,* 13,New
11,Mar 2015,HomeChoice,HomeChoice,South Africa,Mauritius,Consumer products,Furniture & related p…,"Sales, Marketing & S…",* $3.20m,* 37,New
12,Mar 2015,Sun Packaging,Sun Packaging,Oman,Mauritius,Plastics,Plastics packaging m…,"Logistics, Distributio…",* $8.60m,* 27,Expansion
13,Jan 2015,Carrick Wealth,Carrick Wealth,South Africa,Mauritius,Financial services,Investment manage…,Business Services,* $9.60m,* 27,New
14,Dec 2014,Oil & Natural Gas …,Mangalore Refiner…,India,Mauritius,Transportation & Wa…,Petroleum bulk stati…,"Logistics, Distributio…",$130.00m,* 577,New
15,Aug 2014,Black Rhino,Black Rhino,South Africa,Mauritius,Transportation & Wa…,Other pipeline trans…,"Sales, Marketing & S…",* $6.30m,* 18,New
