ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Apr 2017,Netafim,Netafim,Israel,Morocco,Industrial equipment,"Agriculture, construc…","Sales, Marketing & S…",* $2.90m,* 11,New
2,Apr 2017,Sadeca Systems,Sadeca Systems,Spain,Morocco,Automotive compon…,Other motor vehicle …,Manufacturing,* $26.00m,* 497,New
3,Mar 2017,CGI Group,CGI Group,Canada,Morocco,Software & IT services,Custom computer pr…,Business Services,* $32.30m,400,Expansion
4,Mar 2017,Compagnie Indust…,Sogefi,Italy,Morocco,Automotive compon…,Motor vehicle gasolin…,Manufacturing,* $5.00m,120,New
5,Mar 2017,Marubeni,Marubeni,Japan,Morocco,Business services,Heavy & civil engine…,Business Services,* $27.80m,* 43,New
6,Mar 2017,United Parcel Serv…,United Parcel Serv…,United States,Morocco,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $76.60m,* 178,New
7,Feb 2017,Aleph Pro-Tech,Aleph Pro-Tech,Spain,Morocco,Business services,"Architectural, engine…",Business Services,* $27.80m,* 43,New
8,Feb 2017,Bodo Moller Chemie,Bodo Moller Chemie,Germany,Morocco,Chemicals,"Paints, coatings, add…","Sales, Marketing & S…",* $2.80m,* 13,New
9,Feb 2017,Bright Dimensions…,Bright Dimensions…,UAE,Morocco,Business services,"Professional, scientifi…",Education & Training,* $9.40m,* 46,New
10,Feb 2017,CICOP,CICOP,Spain,Morocco,Metals,Architectural & struc…,"Sales, Marketing & S…",* $1.90m,* 8,New
11,Feb 2017,Groupe Mecachro…,Groupe Mecachro…,France,Morocco,Aerospace,"Aircraft engines, oth…",Manufacturing,$7.95m,55,New
12,Feb 2017,Holcim Group (Laf…,Lafarge Morocco,Switzerland,Morocco,Building materials,Cement & concrete p…,Manufacturing,* $381.71m,* 700,New
13,Feb 2017,Holcim Group (Laf…,Lafarge Morocco,Switzerland,Morocco,Building materials,Cement & concrete p…,Manufacturing,* $381.71m,* 700,New
14,Feb 2017,Massilly Holding,Massilly Holding,France,Morocco,Metals,Other fabricated met…,Manufacturing,$10.58m,* 42,New
15,Feb 2017,One Tech,One Tech M&A Ma…,Tunisia,Morocco,Electronic components,Communication & en…,Manufacturing,$10.62m,150,Expansion
