ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Apr 2026,Deutsche Post,DHL Global Forwa…,Germany,Mozambique,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $96.90m,* 111,New
2,Mar 2026,Jindal Organisatio…,JSW Steel,India,Mozambique,"Coal, oil & gas",Coal mining,Extraction,* $484.60m,* 230,New
3,Mar 2026,Seamaster Mariti…,Seamaster Mariti…,South Africa,Mozambique,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $6.30m,* 18,New
4,Nov 2025,Pewcat,Pewcat,Nigeria,Mozambique,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 38,New
5,Oct 2025,Eni SpA,Eni SpA,Italy,Mozambique,"Coal, oil & gas",Oil & gas extraction,Extraction,* $484.60m,* 230,New
6,Sep 2025,Seacom,Seacom,Mauritius,Mozambique,Communications,Wired telecommunic…,ICT & Internet Infras…,* $122.20m,* 100,New
7,Jun 2025,Wangkang Group,Wangkang Group,China,Mozambique,Real estate,Industrial building co…,Construction,* $704.50m,* 578,New
8,Jun 2025,Wangkang Group,Wangkang Group,China,Mozambique,Metals,Iron & steel mills & f…,Manufacturing,* $147.40m,* 443,New
9,Mar 2025,OBT Shipping Gro…,OBT Shipping Gro…,UAE,Mozambique,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $6.30m,* 18,New
10,Nov 2024,Agility,Agility,Kuwait,Mozambique,Transportation & Wa…,Warehousing & stora…,"Logistics, Distributio…",* $96.90m,* 111,Expansion
11,Nov 2024,Globeleq Generati…,Globeleq Generati…,United Kingdom,Mozambique,Renewable energy,Wind electric power,Electricity,* $87.90m,* 57,New
12,Sep 2024,Agility,Menzies Aviation,Kuwait,Mozambique,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $96.90m,* 111,New
13,Aug 2024,AGS Foods,AGS Foods,UAE,Mozambique,Food and Beverages,Grains & oilseed,"Sales, Marketing & S…",* $4.50m,* 18,New
14,Aug 2024,Karadeniz Group,Karpowership,Turkey,Mozambique,"Coal, oil & gas","Natural, liquefied an…",Electricity,$1.00bn,* 66,New
15,May 2024,General Aviation S…,General Aviation S…,United Kingdom,Mozambique,Transportation & Wa…,Air transportation,"Sales, Marketing & S…",* $6.30m,* 18,New
