ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Apr 2019,Attijariwafa Bank,Attijariwafa Bank …,Morocco,Egypt,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
2,Apr 2019,Attijariwafa Bank,Attijariwafa Bank …,Morocco,Egypt,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
3,Apr 2019,Attijariwafa Bank,Attijariwafa Bank …,Morocco,Egypt,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
4,Apr 2019,Attijariwafa Bank,Attijariwafa Bank …,Morocco,Egypt,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
5,Apr 2019,Attijariwafa Bank,Attijariwafa Bank …,Morocco,Egypt,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
6,Apr 2019,Attijariwafa Bank,Attijariwafa Bank …,Morocco,Egypt,Financial services,Retail banking,Business Services,* $9.60m,* 27,Expansion
7,Apr 2019,Attijariwafa Bank,Attijariwafa Bank …,Morocco,Egypt,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
8,Apr 2019,Bank Audi sal-Aud…,Bank Audi Egypt,Lebanon,Egypt,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
9,Apr 2019,C Steinweg,C Steinweg,Netherlands,Egypt,Transportation & Wa…,Warehousing & stora…,"Sales, Marketing & S…",* $6.30m,* 18,New
10,Apr 2019,D.H. Deutsche Ho…,Steigenberger Hot…,Cyprus,Egypt,Hotels & tourism,Accommodation,Construction,* $154.90m,* 202,New
11,Apr 2019,Det Norske Verita…,DNV GL,Norway,Egypt,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 37,New
12,Apr 2019,Holcim Group (Laf…,Geocycle,Switzerland,Egypt,Renewable energy,Biomass power,Manufacturing,$11.65m,* 6,New
13,Apr 2019,Huajian Group,Huajian Group,China,Egypt,Real estate,Industrial building co…,Construction,* $1.24bn,* 578,New
14,Apr 2019,Majid Al Futtaim G…,Majid Al Futtaim G…,UAE,Egypt,Real estate,Commercial & institu…,Construction,* $1.24bn,* 578,Expansion
15,Apr 2019,Rixos Hotels,Rixos Hotels,Turkey,Egypt,Hotels & tourism,Accommodation,Construction,* $154.90m,* 202,New
