ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2007,Star Communicati…,Star Communicati…,China,Rwanda,Communications,Media streaming dist…,ICT & Internet Infras…,$20.00m,37,New
2,Mar 2007,Ecobank Transnati…,Ecobank Transnati…,Togo,Rwanda,Financial services,Retail banking,Business Services,* $11.00m,* 15,New
3,Sep 2005,African Developm…,African Developm…,Côte d Ivoire,Rwanda,Financial services,Retail banking,Business Services,* $11.00m,* 15,New
4,Feb 2005,ZTE,ZTE,China,Rwanda,Communications,Communications equ…,"Sales, Marketing & S…",* $7.50m,* 16,New
5,Nov 2025,Scatec AS,Release,Norway,São Tomé and Prí…,Renewable energy,Solar electric power,Electricity,* $206.10m,* 57,New
6,Mar 2014,Portugal Telecom,Companhia Santo…,Portugal,São Tomé and Prí…,Communications,Communications equ…,Retail,* $6.30m,* 31,New
7,Mar 2013,Portugal Telecom,Unitel,Portugal,São Tomé and Prí…,Communications,Wireless telecommu…,ICT & Internet Infras…,* $122.20m,* 100,New
8,Dec 2012,Orange (France Te…,Orange (France Te…,France,São Tomé and Prí…,Communications,Wired telecommunic…,ICT & Internet Infras…,* $30.44m,* 5,New
9,Mar 2012,Portugal Telecom,Companhia Santo…,Portugal,São Tomé and Prí…,Communications,Wireless telecommu…,ICT & Internet Infras…,* $122.20m,* 100,New
10,Aug 2008,Veripos,Veripos,United Kingdom,São Tomé and Prí…,Communications,Navigational instrum…,ICT & Internet Infras…,* $150.00m,* 89,New
11,Jan 2008,Pestana,Pestana,Portugal,São Tomé and Prí…,Hotels & tourism,Accommodation,Construction,* $98.00m,* 202,New
12,Nov 2007,Kosmos Energy,Kosmos Energy,United States,São Tomé and Prí…,"Coal, oil & gas",Other petroleum & c…,"Sales, Marketing & S…",* $7.80m,* 30,New
13,Jun 2007,Ecobank Transnati…,Ecobank Transnati…,Togo,São Tomé and Prí…,Financial services,Retail banking,Business Services,$1.50m,* 3,New
14,Jul 2005,Commercial bank …,Commercial Bank-…,Cameroon,São Tomé and Prí…,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
