ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Nov 2005,Kuwait Projects (K…,Kuwait Projects (K…,Kuwait,Tunisia,Communications,Wireless telecommu…,ICT & Internet Infras…,$100.00m,* 69,New
2,Nov 2005,Microsoft,Microsoft,United States,Tunisia,Software & IT services,"Software publishers,…",Education & Training,* $5.60m,* 70,New
3,Nov 2005,Murugappa Group,Coromandel Fertili…,India,Tunisia,Chemicals,"Pesticide, fertilisers …",Manufacturing,$180.00m,* 224,New
4,Nov 2005,Nokia,Nokia,Finland,Tunisia,Communications,Communications equ…,"Sales, Marketing & S…",* $2.60m,10,New
5,Nov 2005,Oxymetal,Oxymetal,France,Tunisia,Industrial equipment,Metalworking machi…,"Sales, Marketing & S…",* $5.10m,60,New
6,Nov 2005,Rencast,Rencast,France,Tunisia,Metals,Alumina & aluminiu…,Manufacturing,* $178.90m,* 342,New
7,Oct 2005,BNP Paribas,UBCI,France,Tunisia,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
8,Oct 2005,Eden Shoes,Eden Shoes,France,Tunisia,Textiles,Footwear,Retail,* $11.90m,* 86,New
9,Sep 2005,British Gas Group …,British Gas Group …,United Kingdom,Tunisia,"Coal, oil & gas",Oil & gas extraction,Extraction,* $500.00m,* 172,New
10,Sep 2005,Groupe Lacroix (L…,LACROIX ELECTR…,France,Tunisia,Electronic components,All other electrical e…,Manufacturing,$7.60m,* 94,New
11,Sep 2005,OMV,OMV,Austria,Tunisia,"Coal, oil & gas",Oil & gas extraction,Extraction,$100.00m,* 42,New
12,Sep 2005,Van de Velde,Van de Velde,Belgium,Tunisia,Textiles,Clothing & clothing a…,Manufacturing,$3.00m,400,New
13,Aug 2005,Edatis,Edatis,France,Tunisia,Business services,"Advertising, PR, & re…",Business Services,* $6.80m,* 15,New
14,Aug 2005,Kinnevik,Transcom Worldwi…,Sweden,Tunisia,Business services,Business support ser…,Customer Contact C…,* $1.60m,80,New
15,Aug 2005,Monoprix,Monoprix,France,Tunisia,Consumer products,All other general me…,Retail,* $36.90m,* 179,New
