ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2015,State Oil Compan…,Socar Trading,Azerbaijan,Benin,Transportation & Wa…,Petroleum bulk stati…,"Logistics, Distributio…",* $167.70m,* 111,New
2,Jun 2015,Access Power MEA,Access Infra Africa,UAE,Benin,Renewable energy,Solar electric power,Electricity,* $29.41m,* 9,New
3,Apr 2015,Noalys,Noalys,France,Benin,Healthcare,General medical & s…,Construction,* $70.50m,* 258,New
4,Feb 2015,Arik Air,Arik Air,Nigeria,Benin,Transportation & Wa…,Air transportation,"Logistics, Distributio…",* $167.70m,* 111,New
5,May 2014,Standard Bank Gr…,Standard Bank Gr…,South Africa,Benin,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
6,Sep 2013,Dangote Group,Dangote Cement,Nigeria,Benin,Building materials,Cement & concrete p…,Manufacturing,* $158.60m,* 496,New
7,Nov 2012,ConvergeNet,Simat Group,South Africa,Benin,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 38,New
8,Nov 2012,Islamic Developm…,Islamic Corporatio…,Saudi Arabia,Benin,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
9,May 2011,Brilliance China A…,Brilliance China A…,Hong Kong,Benin,Automotive OEM,Automobiles,Manufacturing,$46.20m,* 372,New
10,Jul 2010,Punto FA,Mango,Spain,Benin,Textiles,Clothing & clothing a…,Retail,* $11.90m,* 86,New
11,Dec 2008,United Bank for Af…,United Bank for Af…,Nigeria,Benin,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
12,Sep 2003,Enet Communicati…,Enet Communicati…,United States,Benin,Communications,Wireless telecommu…,"Sales, Marketing & S…",* $7.50m,* 16,New
13,Feb 2026,Scatec AS,Release,Norway,Botswana,Renewable energy,Solar electric power,Electricity,* $206.10m,* 57,New
14,Feb 2026,Super Group (SG…,Betway,United Kingdom,Botswana,Leisure & entertainm…,Gambling industries,"Sales, Marketing & S…",* $1.80m,* 29,New
15,Jan 2026,Sanghvi Movers,Sanghvi Movers,India,Botswana,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 11,New
