ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Oct 2023,Vodafone Group,Safaricom,United Kingdom,Kenya,Communications,Wireless telecommu…,Customer Contact C…,* $9.70m,* 606,New
2,Oct 2023,Zoho (AdventNet),Zoho (AdventNet),India,Kenya,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 19,Expansion
3,Sep 2023,AMEA Power,AMEA Power,UAE,Kenya,Renewable energy,Other electric power …,Manufacturing,* $3.07bn,* 993,New
4,Sep 2023,Bouygues,Wojo (Nextdoor),France,Kenya,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
5,Sep 2023,Danfoss,Danfoss,Denmark,Kenya,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 11,New
6,Sep 2023,DKK Partners,DKK Partners,United Kingdom,Kenya,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
7,Sep 2023,National Basketba…,National Basketba…,United States,Kenya,Leisure & entertainm…,"Performing arts, spe…","Sales, Marketing & S…",* $1.80m,* 29,New
8,Sep 2023,Old Mutual Limited,Old Mutual Kenya,South Africa,Kenya,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
9,Sep 2023,Raff Military Textile,Raff Military Textile,Turkey,Kenya,Textiles,Clothing & clothing a…,Manufacturing,* $67.90m,"* 1,375",New
10,Aug 2023,ACTOM,ACTOM,South Africa,Kenya,Industrial equipment,Mechanical power tr…,Manufacturing,* $25.80m,240,Expansion
11,Aug 2023,Bytedance,TikTok,China,Kenya,Software & IT services,Internet publishing …,"Sales, Marketing & S…",* $5.20m,* 19,New
12,Aug 2023,Granot Fresh,Granot Fresh,Israel,Kenya,Food and Beverages,Fruits & vegetables …,Manufacturing,* $24.10m,* 162,New
13,Aug 2023,International Wor…,International Wor…,Switzerland,Kenya,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
14,Jul 2023,Amanah Insurance,Amanah Insurance,Somaliland,Kenya,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
15,Jul 2023,Cella Mineral Stor…,Cella Mineral Stor…,United States,Kenya,Chemicals,Basic chemicals,Recycling,* $103.60m,* 32,Co-Location
