ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2009,Alpari,Alpari,Russia,Nigeria,Financial services,Corporate & investm…,Business Services,* $11.00m,* 18,New
2,Jul 2009,Concern Tractor Pl…,Concern Tractor Pl…,Netherlands,Nigeria,Industrial equipment,"Agriculture, construc…",Manufacturing,* $94.50m,* 864,New
3,Jul 2009,e& (Etisalat Group),e& (Etisalat Group),UAE,Nigeria,Communications,Wireless telecommu…,ICT & Internet Infras…,$2.00bn,"* 1,381",Expansion
4,Jul 2009,Elsewedy Electric …,Elsewedy Electric …,Egypt,Nigeria,Industrial equipment,Mechanical power tr…,Manufacturing,$25.00m,* 175,New
5,Jul 2009,Lloyds British Group,Lloyds British Test…,United Kingdom,Nigeria,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 17,New
6,Jul 2009,SABMiller,Pabod Breweries (…,United Kingdom,Nigeria,Food and Beverages,Breweries,Manufacturing,* $132.80m,* 222,Expansion
7,Jul 2009,Samsung Group,Samsung Electron…,South Korea,Nigeria,Consumer electronics,Electronics & applian…,Retail,* $12.30m,* 97,New
8,Jul 2009,Swatch Group,Swatch Group,Switzerland,Nigeria,Consumer products,Jewellery & silverware,Retail,* $36.90m,* 179,Expansion
9,Jul 2009,UT Financial Servi…,UT Financial Servi…,Ghana,Nigeria,Financial services,Retail banking,Business Services,* $5.60m,13,New
10,Jul 2009,Zain (Mobile Telec…,Zain Nigeria (Celt…,Kuwait,Nigeria,Communications,Wireless telecommu…,Customer Contact C…,$25.00m,700,New
11,Jun 2009,Audubon Engineer…,Audubon Engineer…,United States,Nigeria,Business services,Heavy & civil engine…,Business Services,* $6.80m,* 15,New
12,Jun 2009,Aviat Networks (H…,Aviat Networks (H…,United States,Nigeria,Communications,Wireless telecommu…,Technical Support Ce…,* $9.70m,* 151,New
13,Jun 2009,Brantley Hill,Quiet Waters Hom…,United Kingdom,Nigeria,Electronic components,Electric lighting equi…,Retail,* $11.60m,* 148,New
14,Jun 2009,Lafarge,Lafarge Africa (Laf…,France,Nigeria,"Coal, oil & gas",Other electric power …,Electricity,* $558.00m,* 116,New
15,Jun 2009,Lafarge,Lafarge Africa (Laf…,France,Nigeria,"Coal, oil & gas",Other electric power …,Electricity,* $558.00m,* 116,New
