ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2023,Dubai Islamic Ban…,Dubai Islamic Ban…,UAE,Kenya,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
2,Jul 2023,Lancet Laboratories,Lancet Laboratories,South Africa,Kenya,Healthcare,Outpatient care cent…,Research & Develop…,* $10.60m,* 82,New
3,Jul 2023,Lancet Laboratories,Lancet Laboratories,South Africa,Kenya,Healthcare,Outpatient care cent…,Research & Develop…,* $10.60m,* 82,New
4,Jul 2023,Mitsui OSK Lines (…,Mitsui OSK Lines (…,Japan,Kenya,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $167.70m,* 111,New
5,Jul 2023,Prima Secure,Prima Secure,South Africa,Kenya,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 19,New
6,Jul 2023,Pro Vape,Pro Vape,Latvia,Kenya,Consumer products,Other (Consumer pr…,"Sales, Marketing & S…",* $3.20m,* 37,New
7,Jul 2023,TASS Russian Ne…,TASS Russian Ne…,Russia,Kenya,Business services,"Newspaper, periodic…",Business Services,* $27.80m,* 41,New
8,Jul 2023,Zutari,Zutari,South Africa,Kenya,Business services,Heavy & civil engine…,Business Services,* $27.80m,* 41,New
9,Jun 2023,Air France-KLM Gr…,Air France-KLM Gr…,France,Kenya,Transportation & Wa…,Air transportation,"Sales, Marketing & S…",* $6.30m,* 18,New
10,Jun 2023,Andermatt Biogart…,Andermatt Biogart…,Switzerland,Kenya,Chemicals,"Pesticide, fertilisers …",Research & Develop…,* $14.00m,* 49,New
11,Jun 2023,Avanti Communic…,Avanti Communic…,United Kingdom,Kenya,Communications,Satellite telecommu…,"Sales, Marketing & S…",* $4.70m,* 62,Expansion
12,Jun 2023,Diageo,Diageo,United Kingdom,Kenya,Software & IT services,Other (Software & IT…,Research & Develop…,* $32.40m,* 146,Co-Location
13,Jun 2023,Isuzu Motors,Isuzu East Africa (…,Japan,Kenya,Automotive OEM,Light trucks & utility …,Manufacturing,$3.58m,* 21,New
14,Jun 2023,Pierrine Consulting,Pierrine Consulting,Nigeria,Kenya,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 41,New
15,Jun 2023,Salzgitter,KHS (KHS Maschi…,Germany,Kenya,Industrial equipment,Food product machin…,"Logistics, Distributio…",* $15.90m,* 50,New
