ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Aug 2015,Millicom Internati…,Jovago.com,Luxembourg,Uganda,Hotels & tourism,Travel arrangement …,"Sales, Marketing & S…",* $1.30m,* 18,New
2,Jul 2015,NMC Group,UAE Exchange Ce…,UAE,Uganda,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
3,May 2015,Devenish Nutrition,Devenish Nutrition,United Kingdom,Uganda,Food and Beverages,Animal food,Education & Training,* $2.00m,* 131,New
4,Apr 2015,Devki Group of Co…,National Cement,Kenya,Uganda,Building materials,Cement & concrete p…,Manufacturing,$198.45m,* 486,New
5,Apr 2015,East Africa Capital…,East Africa Capital…,Kenya,Uganda,Communications,Computing infrastruc…,ICT & Internet Infras…,* $108.80m,* 100,New
6,Mar 2015,Asset Managemen…,Orient Bank,Nigeria,Uganda,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
7,Mar 2015,Global Distributio…,Global Distributio…,UAE,Uganda,Business machines &…,Computer & peripher…,"Sales, Marketing & S…",* $11.10m,* 37,New
8,Feb 2015,Bridge Internation…,Bridge Internation…,Kenya,Uganda,Business services,"Schools, colleges, un…",Education & Training,* $9.40m,* 46,New
9,Feb 2015,Bridge Internation…,Bridge Internation…,Kenya,Uganda,Business services,"Schools, colleges, un…",Education & Training,* $9.40m,* 46,New
10,Feb 2015,Bridge Internation…,Bridge Internation…,Kenya,Uganda,Business services,"Schools, colleges, un…",Education & Training,* $9.40m,* 46,New
11,Feb 2015,Bridge Internation…,Bridge Internation…,Kenya,Uganda,Business services,"Schools, colleges, un…",Education & Training,* $9.40m,* 46,New
12,Feb 2015,Bridge Internation…,Bridge Internation…,Kenya,Uganda,Business services,"Schools, colleges, un…",Education & Training,* $9.40m,* 46,New
13,Feb 2015,Bridge Internation…,Bridge Internation…,Kenya,Uganda,Business services,"Schools, colleges, un…",Education & Training,* $9.40m,* 46,New
14,Jan 2015,Bharti Group,Airtel Uganda,India,Uganda,Communications,Communications equ…,Retail,* $6.30m,* 31,New
15,Jan 2015,Commercial Bank …,Commercial Bank …,Kenya,Uganda,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
