ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Oct 2011,Transearch,Transearch,France,Nigeria,Business services,Employment services,Business Services,* $6.80m,* 15,New
2,Sep 2011,African Economy …,African Economy …,Japan,Nigeria,Metals,Nonferrous metal pr…,Manufacturing,$44.29m,500,New
3,Sep 2011,Copernicus Consul…,Copernicus Consul…,United Kingdom,Nigeria,Business services,Management consult…,Business Services,* $27.80m,* 8,New
4,Sep 2011,L'Oreal,L'Oreal,France,Nigeria,Consumer products,"Cosmetics, perfume,…","Sales, Marketing & S…",* $4.40m,* 18,New
5,Sep 2011,Nokia Solutions a…,Nokia Solutions a…,Finland,Nigeria,Communications,Wireless telecommu…,"Sales, Marketing & S…",* $7.50m,* 16,New
6,Sep 2011,Renaissance Group,Renaissance Capital,Russia,Nigeria,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
7,Sep 2011,Samsung Group,Samsung Electron…,South Korea,Nigeria,Consumer electronics,Other (Consumer ele…,Manufacturing,* $27.20m,* 641,New
8,Sep 2011,Skipper Energy,Skipper Electricals…,Mauritius,Nigeria,"Coal, oil & gas",Fossil fuel electric po…,Electricity,* $558.00m,* 116,New
9,Sep 2011,Standard Bank Gr…,Stanbic IBTC Bank,South Africa,Nigeria,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
10,Sep 2011,Woolworths (Sout…,Woolworths (Sout…,South Africa,Nigeria,Consumer products,All other general me…,Retail,* $36.90m,* 179,New
11,Aug 2011,Dominion Group,Dominion Farms,United States,Nigeria,Food and Beverages,Crop production,Manufacturing,$40.00m,* 262,New
12,Aug 2011,Pepkor,Pepkor,South Africa,Nigeria,Textiles,Clothing & clothing a…,Retail,$14.00m,* 122,New
13,Aug 2011,Union De Initiative,Union De Initiative,Mexico,Nigeria,Food and Beverages,Crop production,Manufacturing,$64.33m,* 421,New
14,Aug 2011,Walmart,Massmart,United States,Nigeria,Consumer products,Other (Consumer pr…,Retail,* $36.90m,* 179,New
15,Jul 2011,Cummins,Cummins,United States,Nigeria,Automotive compon…,Motor vehicle gasolin…,"Sales, Marketing & S…",* $2.30m,* 26,New
