ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2015,Hull Blyth (IOM),Hull Blyth,United Kingdom,Côte d Ivoire,Transportation & Wa…,Water transportation,"Sales, Marketing & S…",* $6.30m,* 18,New
2,Jul 2015,rLG Communicatio…,rLG Communicatio…,Ghana,Côte d Ivoire,Communications,Communications equ…,"Sales, Marketing & S…",* $4.70m,* 62,New
3,Jun 2015,Mambo Commodit…,Mambo Commodit…,France,Côte d Ivoire,Chemicals,"Pesticide, fertilisers …",Manufacturing,* $285.70m,* 455,New
4,Apr 2015,Ericsson,Ericsson,Sweden,Côte d Ivoire,Communications,Communications equ…,Technical Support Ce…,* $12.70m,* 141,Expansion
5,Apr 2015,Platinum Power,Platinum Power,Morocco,Côte d Ivoire,Renewable energy,Hydroelectric power,Electricity,* $249.66m,* 77,New
6,Apr 2015,Platinum Power,Platinum Power,Morocco,Côte d Ivoire,Renewable energy,Hydroelectric power,Electricity,* $249.66m,* 77,New
7,Apr 2015,Platinum Power,Platinum Power,Morocco,Côte d Ivoire,Renewable energy,Hydroelectric power,Electricity,* $249.66m,* 77,New
8,Mar 2015,Cemoi,Cemoi,France,Côte d Ivoire,Food and Beverages,Sugar & confectionar…,Manufacturing,$6.71m,100,New
9,Mar 2015,MicroCred,MicroCred Côte d'…,France,Côte d Ivoire,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
10,Mar 2015,Sagaci Research,Sagaci Research,Kenya,Côte d Ivoire,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 38,New
11,Feb 2015,Commerzbank,Commerzbank,Germany,Côte d Ivoire,Financial services,Retail banking,Business Services,* $1.50m,5,New
12,Feb 2015,Douja Promotion …,Douja Promotion …,Morocco,Côte d Ivoire,Real estate,Residential building …,Construction,* $704.50m,* 578,New
13,Feb 2015,Douja Promotion …,Douja Promotion …,Morocco,Côte d Ivoire,Real estate,Residential building …,Construction,* $704.50m,* 578,New
14,Feb 2015,VMK,VMK,Republic of the C…,Côte d Ivoire,Communications,Communications equ…,Retail,* $6.30m,* 31,New
15,Jan 2015,Gemalto,Gemalto,Netherlands,Côte d Ivoire,Electronic components,All other electrical e…,"Sales, Marketing & S…",* $1.80m,* 13,New
