ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,May 2008,Pieralisi,Pieralisi,Italy,Tunisia,Industrial equipment,Food product machin…,"Sales, Marketing & S…",* $2.90m,* 17,New
2,May 2008,Sunseeker,Sunseeker Yachts,United Kingdom,Tunisia,Non-automotive tran…,Ships & boats,"Sales, Marketing & S…",* $2.50m,* 8,New
3,Apr 2008,Cisco Systems,Cisco Systems,United States,Tunisia,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 16,New
4,Apr 2008,WPP,MindShare,United Kingdom,Tunisia,Business services,"Advertising, PR, & re…",Business Services,* $6.80m,* 15,New
5,Mar 2008,Actia Group,Actia Group,France,Tunisia,Electronic components,All other electrical e…,Manufacturing,$7.89m,50,New
6,Mar 2008,FinPro,FinPro,Finland,Tunisia,Business services,Other support services,Business Services,* $6.80m,* 15,New
7,Mar 2008,IGE+XAO Group,IGE+XAO Group,France,Tunisia,Software & IT services,Custom computer pr…,Research & Develop…,* $15.30m,* 162,New
8,Mar 2008,Yazaki Group,Yazaki Group,Japan,Tunisia,Automotive compon…,Motor vehicle electri…,Manufacturing,* $127.90m,"1,800",New
9,Feb 2008,Aedian,Aedian,France,Tunisia,Software & IT services,Custom computer pr…,Business Services,* $2.20m,10,New
10,Feb 2008,Cimpor,Societe Les Cimen…,Portugal,Tunisia,Building materials,Cement & concrete p…,Manufacturing,* $159.80m,* 342,Expansion
11,Feb 2008,Ernesto Preatoni,Ernesto Preatoni,Italy,Tunisia,Hotels & tourism,Accommodation,Construction,* $129.80m,* 219,New
12,Jan 2008,Eni SpA,Eni SpA,Italy,Tunisia,"Coal, oil & gas",Oil & gas extraction,Extraction,$374.00m,* 155,Expansion
13,Jan 2008,SITA (Societe Inte…,SITA INC (Societe…,Switzerland,Tunisia,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 16,New
14,Jan 2008,Societe Industriell…,Societe Industriell…,France,Tunisia,Aerospace,"Aircraft engines, oth…",Manufacturing,* $75.70m,"1,000",New
15,Dec 2007,GFH Financial Gro…,GFH Financial Gro…,Bahrain,Tunisia,Real estate,Real estate services,Construction,$3.00bn,"* 3,000",New
