ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Oct 2016,Agility,Agility,Kuwait,Nigeria,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $314.90m,* 111,New
2,Oct 2016,Airbus Group (Eur…,Airbus Group (Eur…,Netherlands,Nigeria,Aerospace,Aircraft,"Sales, Marketing & S…",* $5.80m,* 18,New
3,Oct 2016,Amadeus IT Group,Amadeus IT Group,Spain,Nigeria,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 14,New
4,Oct 2016,Bionas Agropolita…,Bionas Agropolita…,Malaysia,Nigeria,Renewable energy,Biomass power,Manufacturing,$2.50bn,* 1281,New
5,Oct 2016,Canon,Canon,Japan,Nigeria,Business machines &…,Computer & peripher…,"Sales, Marketing & S…",* $11.10m,* 37,New
6,Oct 2016,China Gezhouba (…,China Gezhouba (…,China,Nigeria,Business services,Heavy & civil engine…,Headquarters,* $10.50m,* 995,New
7,Oct 2016,GreenWish Partners,GreenWish Partners,France,Nigeria,Renewable energy,Solar electric power,Electricity,* $70.00m,* 22,New
8,Oct 2016,GreenWish Partners,GreenWish Partners,France,Nigeria,Renewable energy,Solar electric power,Electricity,* $70.00m,* 22,New
9,Oct 2016,Huawei Technologi…,Huawei Technologi…,China,Nigeria,Communications,Communications equ…,"Sales, Marketing & S…",$6.00m,* 29,New
10,Oct 2016,Indus B2C Global,Indus B2C Global,India,Nigeria,Consumer products,Other (Consumer pr…,"Sales, Marketing & S…",* $3.20m,* 37,Expansion
11,Sep 2016,Bobst Group SA,Bobst Group SA,Switzerland,Nigeria,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 11,New
12,Sep 2016,Kilimall,Kilimall,Kenya,Nigeria,Consumer products,General merchandis…,"Sales, Marketing & S…",* $3.20m,* 37,New
13,Sep 2016,Standard Chartere…,Standard Chartere…,United Kingdom,Nigeria,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
14,Aug 2016,Clarion Events,Clarion Events,United Kingdom,Nigeria,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 8,New
15,Aug 2016,Firmenich,Firmenich,Switzerland,Nigeria,Chemicals,"Paints, coatings, add…",Research & Develop…,* $14.00m,* 49,New
