ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2025,Cox (Cox Energy …,Cox (Cox Energy …,Spain,Morocco,Business services,"Water, sewage & oth…",Recycling,* $115.34m,* 111,Expansion
2,Jul 2025,Dachser,Dachser Morocco,Germany,Morocco,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $76.60m,* 178,New
3,Jul 2025,International Wor…,International Wor…,Switzerland,Morocco,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
4,Jul 2025,International Wor…,International Wor…,Switzerland,Morocco,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
5,Jul 2025,Padel Nuestro,Padel Nuestro,Spain,Morocco,Consumer products,"Sporting goods, hob…",Retail,* $10.90m,* 170,New
6,Jul 2025,Renault,Renault,France,Morocco,Automotive OEM,Automobiles,Manufacturing,* $351.60m,"* 2,332",Expansion
7,Jul 2025,Stellantis,Stellantis,Netherlands,Morocco,Automotive OEM,Automobiles,Manufacturing,$1.49bn,"* 3,000",Expansion
8,Jul 2025,Talentys,Talentys,France,Morocco,Software & IT services,Custom computer pr…,Research & Develop…,* $32.40m,* 181,New
9,Jul 2025,ZF Friedrichshafen,ZF Lifetec,Germany,Morocco,Automotive compon…,Motor vehicle steerin…,Manufacturing,* $24.30m,350,New
10,Jun 2025,Bethel Automotive…,Bethel Automotive…,China,Morocco,Automotive compon…,Motor vehicle steerin…,"Sales, Marketing & S…",* $1.80m,* 18,New
11,Jun 2025,Cubicoff,Cubicoff,Spain,Morocco,Business services,Heavy & civil engine…,Business Services,* $27.80m,* 43,New
12,Jun 2025,Exlabesa,Exlabesa,Spain,Morocco,Metals,Alumina & aluminiu…,Manufacturing,* $112.10m,* 413,Expansion
13,Jun 2025,Grupo Calsina Carre,Grupo Calsina Carre,Spain,Morocco,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $76.60m,* 178,New
14,Jun 2025,Kasada Capital Ma…,Kasada Capital Ma…,South Africa,Morocco,Hotels & tourism,Accommodation,"Sales, Marketing & S…",* $1.30m,* 18,New
15,Jun 2025,Nascent Materials,Nascent Materials,United States,Morocco,Chemicals,Basic chemicals,"Sales, Marketing & S…",* $2.80m,* 13,New
