ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Nov 2012,Global Political Sol…,Global Political Sol…,United States,South Africa,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 17,New
2,Nov 2012,Grupo Acek (Gest…,Grupo Acek (Gest…,Spain,South Africa,Renewable energy,Wind electric power,Electricity,$162.46m,* 32,New
3,Nov 2012,Henkel,Henkel,Germany,South Africa,Chemicals,"Paints, coatings, add…",Research & Develop…,* $14.00m,* 49,New
4,Nov 2012,ID Logistics,ID Logistics,France,South Africa,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $9.90m,* 31,New
5,Nov 2012,InventCommerce,InventCommerce,United Kingdom,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
6,Nov 2012,Lingua-World,Lingua-World,Germany,South Africa,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 17,New
7,Nov 2012,Mainstream Rene…,Mainstream Rene…,Ireland,South Africa,Renewable energy,Solar electric power,Electricity,* $169.60m,* 21,New
8,Nov 2012,Mainstream Rene…,Mainstream Rene…,Ireland,South Africa,Renewable energy,Solar electric power,Electricity,* $169.60m,* 21,New
9,Nov 2012,MEF,MEF,United Kingdom,South Africa,Business services,Other support services,Business Services,* $27.80m,* 17,New
10,Nov 2012,PerkinElmer,PerkinElmer,United States,South Africa,Industrial equipment,Measuring & control …,Headquarters,* $13.60m,* 54,New
11,Nov 2012,Sinclair Knight Me…,Sinclair Knight Me…,Australia,South Africa,Business services,Management consult…,Business Services,* $27.80m,* 17,New
12,Nov 2012,SkyVision,SkyVision,United Kingdom,South Africa,Communications,Other telecommunic…,"Sales, Marketing & S…",* $4.70m,* 62,New
13,Nov 2012,SunEdison Inc (M…,SunEdison,United States,South Africa,Renewable energy,Solar electric power,Electricity,$157.00m,* 23,New
14,Nov 2012,SunEdison Inc (M…,SunEdison,United States,South Africa,Renewable energy,Solar electric power,Electricity,$157.00m,* 22,New
15,Nov 2012,TeleCommunicatio…,TeleCommunicatio…,United States,South Africa,Communications,Wireless telecommu…,"Sales, Marketing & S…",* $4.70m,* 62,New
