ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,May 2026,Alvarez & Marsal,Alvarez & Marsal,United States,South Africa,Business services,"Accounting, tax prep…",Business Services,* $27.80m,* 17,New
2,May 2026,Cornerstone Inter…,Cornerstone Inter…,China,South Africa,Business services,Employment services,Business Services,* $27.80m,* 17,New
3,May 2026,Escort Monitoring …,Escort Monitoring …,Russia,South Africa,Communications,Navigational instrum…,"Logistics, Distributio…",* $43.30m,* 151,New
4,May 2026,Fenway Sports Gr…,The Liverpool Foot…,United States,South Africa,Leisure & entertainm…,"Performing arts, spe…",Retail,* $29.30m,* 58,New
5,May 2026,International Wor…,International Wor…,Switzerland,South Africa,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
6,May 2026,MCC,MCC,Canada,South Africa,Business services,Management consult…,Business Services,* $27.80m,* 17,New
7,May 2026,nGAGE Specialist …,nGAGE Specialist …,United Kingdom,South Africa,Business services,Employment services,Business Services,* $27.80m,* 17,Expansion
8,May 2026,Same Deutz-Fahr,Same Deutz-Fahr,Italy,South Africa,Industrial equipment,"Agriculture, construc…","Sales, Marketing & S…",* $2.90m,* 11,New
9,May 2026,Spotify,Spotify,Sweden,South Africa,Software & IT services,Internet publishing …,"Sales, Marketing & S…",* $5.20m,* 9,New
10,May 2026,Telecoming,Telecoming,Spain,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
11,Apr 2026,Aleph Hospitality,Aleph Hospitality,UAE,South Africa,Hotels & tourism,Accommodation,"Sales, Marketing & S…",* $1.30m,* 18,New
12,Apr 2026,Association Famili…,Leroy Merlin,France,South Africa,Consumer products,Building material & g…,Retail,* $10.90m,* 170,New
13,Apr 2026,cosnova,cosnova,Germany,South Africa,Consumer products,"Cosmetics, perfume,…","Sales, Marketing & S…",* $3.20m,* 37,Expansion
14,Apr 2026,Deutsche Post,DHL Supply Chain,Germany,South Africa,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",$11.73m,90,Expansion
15,Apr 2026,Econet Global,Liquid Cloud (Liqu…,Mauritius,South Africa,Communications,Computing infrastruc…,"Sales, Marketing & S…",* $4.70m,* 62,New
