ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Mar 2025,ResQ Limited,ResQ Limited,United Kingdom,South Africa,Business services,Business support ser…,Customer Contact C…,* $10.00m,* 408,New
2,Mar 2025,ResultsCX,Huntswood,United States,South Africa,Business services,Employment services,Business Services,* $27.80m,* 17,New
3,Mar 2025,Tsubakimoto Chain,Tsubakimoto Chain,Japan,South Africa,Automotive compon…,Motor vehicle transm…,"Sales, Marketing & S…",* $0.20m,2,New
4,Mar 2025,Unforgettable Trav…,Unforgettable Trav…,United Kingdom,South Africa,Hotels & tourism,Travel arrangement …,"Sales, Marketing & S…",* $1.30m,* 18,New
5,Mar 2025,Union InVivo,Soufflet Malt (Malt…,France,South Africa,Food and Beverages,Grains & oilseed,Manufacturing,$108.51m,55,New
6,Mar 2025,Vantage Data Cen…,Vantage Data Cen…,United States,South Africa,Communications,Computing infrastruc…,ICT & Internet Infras…,* $90.30m,* 100,Expansion
7,Feb 2025,AgriDex,AgriDex,United Kingdom,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
8,Feb 2025,Alternative Digital…,Alternative Digital…,UAE,South Africa,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 17,New
9,Feb 2025,Chartered Solutions,Chartered Solutions,United Kingdom,South Africa,Business services,"Accounting, tax prep…",Business Services,* $27.80m,* 17,New
10,Feb 2025,Concentrix,Concentrix,United States,South Africa,Business services,Business support ser…,Customer Contact C…,* $10.00m,* 408,New
11,Feb 2025,DevologyX,DevologyX,Estonia,South Africa,Business services,Employment services,Business Services,* $27.80m,* 17,New
12,Feb 2025,FLSmidth,FLSmidth,Denmark,South Africa,Industrial equipment,"Agriculture, construc…",Maintenance & Servi…,* $7.80m,* 34,Expansion
13,Feb 2025,ID Properties,ID Properties,United Kingdom,South Africa,Real estate,Real estate services,"Sales, Marketing & S…",* $15.90m,* 25,New
14,Feb 2025,Meta (Facebook),Meta (Facebook),United States,South Africa,Communications,Wired telecommunic…,ICT & Internet Infras…,* $90.30m,* 100,New
15,Feb 2025,MRI Software,MRI Software,United States,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
