ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2012,Arab Contractors,Arab Contractors,Egypt,Libya,Business services,"Architectural, engine…",Business Services,* $27.80m,* 38,New
2,Jul 2012,Belhasa Internatio…,Belhasa Trading a…,UAE,Libya,Automotive OEM,Motor vehicle & part…,"Sales, Marketing & S…",* $9.70m,* 26,New
3,Jul 2012,Clyde & Co,Clyde & Co,United Kingdom,Libya,Business services,Legal services,Business Services,* $27.80m,* 38,New
4,Jun 2012,EMKE Group,LuLu,UAE,Libya,Food and Beverages,Food services,Retail,* $12.70m,* 107,New
5,May 2012,Vizocom,Vizocom,United States,Libya,Communications,Wireless telecommu…,"Sales, Marketing & S…",* $7.50m,* 16,New
6,Mar 2012,Acrow Misr,Acrow Misr,Egypt,Libya,Metals,Architectural & struc…,"Sales, Marketing & S…",* $2.80m,* 9,New
7,Mar 2012,Action Global Com…,Action Global Com…,Cyprus,Libya,Business services,"Advertising, PR, & re…",Business Services,* $6.80m,* 15,New
8,Jan 2012,Carnelutti Studio …,Carnelutti Studio …,Italy,Libya,Business services,Legal services,Business Services,* $6.80m,* 15,New
9,Dec 2011,Al Tamimi & Comp…,Al Tamimi & Comp…,UAE,Libya,Business services,Legal services,Business Services,* $6.80m,* 15,New
10,Oct 2011,Fawaz Alhokair Gr…,Fawaz Alhokair Gr…,Saudi Arabia,Libya,Textiles,Clothing & clothing a…,Retail,* $11.90m,* 86,New
11,Sep 2011,Landmark Group,Babyshop,UAE,Libya,Textiles,Clothing & clothing a…,Retail,* $11.90m,* 86,New
12,Jun 2011,Erys,Erys,France,Libya,Business services,Management consult…,Business Services,* $6.80m,* 15,New
13,Jan 2011,International Air T…,International Air T…,Canada,Libya,Business services,Other support services,Business Services,* $6.80m,* 15,New
14,Dec 2010,Dallah Al-Baraka …,Albaraka Banking …,Saudi Arabia,Libya,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
15,Dec 2010,First Gulf Bank,First Gulf Libyan B…,UAE,Libya,Financial services,Retail banking,Business Services,* $11.00m,* 18,Expansion
