ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Nov 2020,Fenicia,Camicissima,Italy,Morocco,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
2,Nov 2020,Lear,Lear,United States,Morocco,Automotive compon…,Motor vehicle seatin…,Manufacturing,* $26.00m,* 497,New
3,Nov 2020,Teltonika Networks,Teltonika Networks,Lithuania,Morocco,Communications,Communications equ…,"Sales, Marketing & S…",* $4.70m,* 62,New
4,Oct 2020,Private Infrastruct…,InfraCo Africa,United Kingdom,Morocco,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
5,Sep 2020,Electricite de Fran…,EDF Energy Rene…,France,Morocco,Renewable energy,Wind electric power,Electricity,* $208.20m,* 57,New
6,Sep 2020,Kettal SL,Kettal SL,Spain,Morocco,Consumer products,Furniture & related p…,Retail,* $10.90m,* 170,New
7,Aug 2020,Abu Dhabi Capital…,IMKAN Properties,UAE,Morocco,Real estate,Commercial & institu…,Construction,$160.00m,* 550,New
8,Aug 2020,Adient,Adient,Ireland,Morocco,Automotive compon…,Motor vehicle seatin…,Manufacturing,$7.13m,600,New
9,Aug 2020,BBK Electronics,Vivo Electronics,China,Morocco,Communications,Communications equ…,Retail,* $6.30m,* 31,New
10,Aug 2020,Inter Ikea Holding,Ikea,Netherlands,Morocco,Consumer products,Furniture & related p…,Retail,* $10.90m,* 170,New
11,Jul 2020,Bertelsmann,Majorel,Germany,Morocco,Business services,Business support ser…,Business Services,* $27.80m,* 43,New
12,Jul 2020,Groupe PSA (PSA …,Groupe PSA (PSA …,France,Morocco,Automotive OEM,Automobiles,Manufacturing,* $351.60m,"* 2,332",Expansion
13,Jul 2020,OneTech,OneTech,Tunisia,Morocco,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 54,New
14,Jun 2020,Bird & Bird,Bird & Bird,United Kingdom,Morocco,Business services,Legal services,Business Services,* $27.80m,* 43,New
15,Jun 2020,Ecole hoteliere de …,Ecole hoteliere de …,Switzerland,Morocco,Business services,"Schools, colleges, un…",Education & Training,* $9.40m,* 46,New
