ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Oct 2008,Benetton Group S…,Benetton,Italy,Tunisia,Textiles,Clothing & clothing a…,Manufacturing,* $0.09m,* 113,New
2,Oct 2008,Benetton Group S…,Benetton,Italy,Tunisia,Textiles,Clothing & clothing a…,Manufacturing,* $11.10m,* 268,New
3,Oct 2008,Benetton Group S…,Benetton,Italy,Tunisia,Textiles,Clothing & clothing a…,Manufacturing,* $0.09m,* 114,New
4,Oct 2008,Benetton Group S…,Benetton,Italy,Tunisia,Textiles,Clothing & clothing a…,"Sales, Marketing & S…",$0.20m,40,New
5,Oct 2008,Mecahers,Mecahers,France,Tunisia,Aerospace,"Aircraft engines, oth…",Manufacturing,* $19.80m,* 349,New
6,Oct 2008,PA Resources,PA Resources,Sweden,Tunisia,"Coal, oil & gas",Oil & gas extraction,Extraction,* $207.80m,* 214,New
7,Oct 2008,Prodelec Group,Prod Electronic,France,Tunisia,Industrial equipment,Measuring & control …,Headquarters,* $11.80m,* 54,New
8,Oct 2008,Weinerberger,Koramic,Austria,Tunisia,Building materials,Cement & concrete p…,Manufacturing,* $159.80m,* 342,New
9,Sep 2008,Dubai Holding,Sama Dubai,UAE,Tunisia,Real estate,Real estate services,"Sales, Marketing & S…",* $28.30m,* 18,New
10,Sep 2008,Micros Systems,MICROS-Fidelio,United States,Tunisia,Software & IT services,"Software publishers,…",Research & Develop…,* $15.30m,* 162,New
11,Sep 2008,Societe Generale (…,Union Internation…,France,Tunisia,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
12,Sep 2008,TUI,RIU Hotels & Reso…,Germany,Tunisia,Hotels & tourism,Accommodation,Construction,* $129.80m,* 219,New
13,Sep 2008,TUI,RIU Hotels & Reso…,Germany,Tunisia,Hotels & tourism,Accommodation,Construction,* $129.80m,* 219,New
14,Sep 2008,TUI,RIU Hotels & Reso…,Germany,Tunisia,Hotels & tourism,Accommodation,Construction,* $129.80m,* 219,New
15,Aug 2008,Petrofac,Petrofac,United Kingdom,Tunisia,"Coal, oil & gas",Oil & gas extraction,Extraction,$100.00m,* 42,New
