ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Sep 2024,Hugo (Hugo Techn…,Hugo (Hugo Techn…,United States,Nigeria,Business services,Business support ser…,Headquarters,* $10.50m,* 995,New
2,Sep 2024,Mohamed & Obaid…,American Hospital…,UAE,Nigeria,Healthcare,General medical & s…,Business Services,* $2.70m,* 39,New
3,Sep 2024,OKELI Lighting,OKELI Lighting,China,Nigeria,Electronic components,Electric lighting equi…,"Sales, Marketing & S…",* $1.80m,* 13,New
4,Sep 2024,Reifenhauser Mas…,Reifenhauser Mas…,Germany,Nigeria,Industrial equipment,Plastics & rubber ind…,Maintenance & Servi…,* $7.80m,* 34,Expansion
5,Sep 2024,Schneider Electric,Schneider Electric,France,Nigeria,Electronic components,Electrical equipment,Headquarters,* $21.90m,* 55,Expansion
6,Sep 2024,Vision Biotechnolo…,Vision Biotechnolo…,Turkey,Nigeria,Biotechnology,In-Vitro diagnostic s…,Manufacturing,* $105.60m,* 146,New
7,Aug 2024,Istanbul Med Assist,Istanbul Med Assist,Turkey,Nigeria,Healthcare,Other (Healthcare),Business Services,* $2.70m,* 39,New
8,Aug 2024,Jupiter Lithium,Jupiter Lithium,United Kingdom,Nigeria,Minerals,Nonmetallic mineral …,Extraction,* $107.10m,* 1366,New
9,Aug 2024,Mohamed & Obaid…,American Hospital…,UAE,Nigeria,Healthcare,General medical & s…,Business Services,* $2.70m,* 39,New
10,Jul 2024,Aspire Global Path…,Aspire Global Path…,United Kingdom,Nigeria,Business services,Other support services,Business Services,* $27.80m,* 8,New
11,Jul 2024,Burn Stoves,Burn Stoves,Kenya,Nigeria,Consumer electronics,Household appliances,Manufacturing,$40.00m,* 504,New
12,Jul 2024,Fincra,Fincra,Canada,Nigeria,Software & IT services,"Software publishers,…",Headquarters,* $12.20m,* 73,New
13,Jul 2024,GlobeVisa Group,GlobeVisa Group,Singapore,Nigeria,Business services,Legal services,Business Services,* $27.80m,* 8,New
14,Jul 2024,The University of …,The University of …,United States,Nigeria,Business services,Educational support …,Business Services,* $27.80m,* 8,New
15,Jun 2024,Breega,Breega,France,Nigeria,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
