ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Nov 2018,Hugo Boss,Hugo Boss,Germany,Kenya,Textiles,Clothing & clothing a…,Retail,$1.70m,5,New
2,Nov 2018,Ingredion,Ingredion,United States,Kenya,Food and Beverages,Other (Food & Bever…,Research & Develop…,* $12.00m,* 55,New
3,Nov 2018,Instadeep,Instadeep,United Kingdom,Kenya,Software & IT services,"Software publishers,…",Research & Develop…,* $32.40m,* 146,New
4,Nov 2018,Keda Industrial Gr…,Keda Industrial Gr…,China,Kenya,Ceramics & glass,Clay product & refra…,Manufacturing,$25.00m,500,Expansion
5,Nov 2018,Panalpina World T…,Panalpina World T…,Switzerland,Kenya,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",$4.80m,* 21,Expansion
6,Nov 2018,Polyflex,Polyflex,South Africa,Kenya,"Paper, printing & pac…",Printing & related ac…,Manufacturing,* $45.00m,* 171,New
7,Nov 2018,Robert Bosch,Bosch Rexroth,Germany,Kenya,Industrial equipment,General purpose ma…,"Logistics, Distributio…",$1.00m,* 5,New
8,Nov 2018,Starkey Hearing T…,Starkey Hearing T…,United States,Kenya,Medical devices,Electromedical and E…,"Sales, Marketing & S…",* $1.90m,* 18,New
9,Oct 2018,Accounteer,Accounteer,Belgium,Kenya,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 19,New
10,Oct 2018,Isuzu Motors,Isuzu East Africa (…,Japan,Kenya,Automotive OEM,Light trucks & utility …,Maintenance & Servi…,* $1.70m,* 61,New
11,Oct 2018,Isuzu Motors,Isuzu East Africa (…,Japan,Kenya,Automotive OEM,Light trucks & utility …,Maintenance & Servi…,* $1.70m,* 61,New
12,Oct 2018,Isuzu Motors,Isuzu East Africa (…,Japan,Kenya,Automotive OEM,Light trucks & utility …,Maintenance & Servi…,$0.98m,* 5,Expansion
13,Oct 2018,Punto FA,Mango,Spain,Kenya,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
14,Sep 2018,Actis,Actis,United Kingdom,Kenya,Real estate,Industrial building co…,Construction,$107.60m,* 161,New
15,Sep 2018,Dimelo,Dimelo,France,Kenya,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 19,New
