ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Feb 2017,Zenith Bank,Zenith Bank (Gam…,Nigeria,Gambia,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
2,Feb 2017,Zenith Bank,Zenith Bank (Gam…,Nigeria,Gambia,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
3,Jan 2016,Z-One,Z-One,UAE,Gambia,Renewable energy,Solar electric power,Electricity,* $206.10m,* 57,New
4,Jun 2013,rLG Communicatio…,rLG Communicatio…,Ghana,Gambia,Communications,Communications equ…,Manufacturing,* $10.30m,* 490,New
5,Oct 2012,Katara Hospitality …,Katara Hospitality …,Qatar,Gambia,Hotels & tourism,Accommodation,Construction,$200.00m,* 500,New
6,Jul 2011,Hahn Air,Hahn Air,Germany,Gambia,Transportation & Wa…,Air transportation,"Sales, Marketing & S…",* $15.30m,* 10,New
7,Aug 2010,Guaranty Trust Ba…,Guaranty Trust Ba…,Nigeria,Gambia,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
8,Jul 2010,Conpetro Nigeria,Globacom (Glo Mo…,Nigeria,Gambia,Communications,Communications equ…,ICT & Internet Infras…,* $150.00m,* 89,New
9,Jan 2010,Zenith Bank,Zenith Bank,Nigeria,Gambia,Financial services,Retail banking,Headquarters,* $45.10m,* 91,New
10,Jun 2009,Ecobank Transnati…,Ecobank Transnati…,Togo,Gambia,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
11,Jun 2009,Ecobank Transnati…,Ecobank Transnati…,Togo,Gambia,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
12,Mar 2009,International Inve…,Takaful Insurance,Kuwait,Gambia,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 91,New
13,Jul 2008,Ecobank Transnati…,Ecobank Transnati…,Togo,Gambia,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
14,Jul 2008,Ecobank Transnati…,Ecobank Transnati…,Togo,Gambia,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
15,Mar 2008,Goldlink Insurance,Goldlink Insurance,Nigeria,Gambia,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 91,New
