ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Feb 2013,Bharti Group,Bharti Airtel,India,Democratic Repu…,Communications,Wireless telecommu…,ICT & Internet Infras…,* $122.20m,* 100,New
2,Nov 2012,Deloitte Touche To…,Deloitte France,United States,Democratic Repu…,Business services,"Accounting, tax prep…",Business Services,* $1.50m,* 10,New
3,Nov 2012,UAP Group,UAP Group,Kenya,Democratic Repu…,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
4,Aug 2012,Deloitte Touche To…,Deloitte France,United States,Democratic Repu…,Business services,"Accounting, tax prep…",Business Services,* $1.50m,* 10,New
5,Apr 2012,AngloGold Ashanti,AngloGold Ashanti,South Africa,Democratic Repu…,Metals,Gold ore & silver ore…,Extraction,* $382.30m,"* 1,012",New
6,Apr 2012,Pick n Pay Holdings,Pick n Pay,South Africa,Democratic Repu…,Food and Beverages,Food & beverage ret…,Retail,* $12.70m,* 107,New
7,Apr 2012,Spice Global Inves…,Spice VAS Africa,Singapore,Democratic Repu…,Communications,Other telecommunic…,"Sales, Marketing & S…",* $7.50m,* 16,New
8,Feb 2012,Altech Group,Altech Group,South Africa,Democratic Repu…,Communications,Computing infrastruc…,ICT & Internet Infras…,* $1.93m,* -,New
9,Jan 2012,China Central Tele…,China Central Tele…,China,Democratic Repu…,Communications,Radio & TV broadcas…,"Sales, Marketing & S…",* $7.50m,* 16,New
10,Nov 2011,Freeport McMoRan,Freeport McMoRan,United States,Democratic Repu…,Metals,"Copper, nickel, lead, …",Extraction,$850.00m,"* 1,195",Expansion
11,Oct 2011,Randgold Resources,Randgold Resources,United Kingdom,Democratic Repu…,Metals,Gold ore & silver ore…,Extraction,* $382.30m,"* 1,012",New
12,Sep 2011,Heineken Holding,Bralima,Netherlands,Democratic Repu…,Food and Beverages,Breweries,Manufacturing,* $34.10m,* 222,New
13,Sep 2011,HP (Hewlett-Packa…,HP (Hewlett-Packa…,United States,Democratic Repu…,Software & IT services,Custom computer pr…,Business Services,* $5.80m,* 16,New
14,May 2011,Mahindra Group,Tech Mahindra,India,Democratic Repu…,Software & IT services,Custom computer pr…,Technical Support Ce…,* $17.00m,* 222,New
15,Apr 2011,Dangote Group,Dangote Group,Nigeria,Democratic Repu…,Building materials,Cement & concrete p…,Manufacturing,* $159.80m,* 342,New
