ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Oct 2012,NMC Group,UAE Exchange Ce…,UAE,Morocco,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
2,Oct 2012,NTS Consulting,NTS Consulting,Canada,Morocco,Business services,"Architectural, engine…",Business Services,* $27.80m,* 43,New
3,Sep 2012,CT CoreTechnologie,CT CoreTechnologie,Germany,Morocco,Software & IT services,"Software publishers,…",Research & Develop…,* $32.40m,* 181,New
4,Sep 2012,International Busi…,International Busi…,United States,Morocco,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 54,Expansion
5,Sep 2012,Norac SA,Norac SA,France,Morocco,Food and Beverages,Fruits & vegetables …,Manufacturing,* $13.30m,* 176,New
6,Sep 2012,Opodo,Vacaciones eDrea…,United Kingdom,Morocco,Hotels & tourism,Travel arrangement …,"Sales, Marketing & S…",* $1.30m,* 18,New
7,Sep 2012,Russian Railways …,Gefco Morocco,Russia,Morocco,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",$9.65m,* 31,New
8,Sep 2012,United Technologi…,Ratier-Figeac,United States,Morocco,Aerospace,"Aircraft engines, oth…",Manufacturing,$11.63m,95,New
9,Aug 2012,Kapla,Kapla,France,Morocco,Consumer products,"Sporting goods, hob…",Manufacturing,$4.41m,* 84,Expansion
10,Aug 2012,NMC Group,UAE Exchange Ce…,UAE,Morocco,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
11,Jul 2012,Andaltec,Reciclados Tuccita…,Spain,Morocco,Plastics,Other plastics produ…,Recycling,$1.30m,8,New
12,Jul 2012,Baker McKenzie (…,Baker McKenzie (…,United States,Morocco,Business services,Legal services,Business Services,* $27.80m,* 43,New
13,Jul 2012,Bamesa,Bamesa,Spain,Morocco,Metals,Steel products,Manufacturing,$26.00m,100,New
14,Jul 2012,Eaton,Eaton,Ireland,Morocco,Electronic components,All other electrical e…,Manufacturing,$13.00m,300,New
15,Jul 2012,Jumia,Jumia,Nigeria,Morocco,Consumer products,General merchandis…,"Logistics, Distributio…",* $56.60m,* 415,New
