ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jun 2018,The Chartered Ins…,The Chartered Ins…,United Kingdom,Kenya,Financial services,Investment manage…,Business Services,* $9.60m,* 27,New
2,Jun 2018,Yves Rocher,Yves Rocher,France,Kenya,Consumer products,"Cosmetics, perfume,…",Retail,* $10.90m,* 170,New
3,May 2018,Alfred Kaercher (A…,Alfred Kaercher (A…,Germany,Kenya,Industrial equipment,Commercial & servic…,"Sales, Marketing & S…",* $2.90m,* 11,New
4,May 2018,Evonik Industries,Evonik Industries,Germany,Kenya,Food and Beverages,Animal food,Research & Develop…,* $12.00m,* 55,New
5,May 2018,Fujian Constructio…,China Wu Yi,China,Kenya,Real estate,Industrial building co…,Construction,$94.30m,* 141,New
6,Apr 2018,Bank Al-Habib,Bank Al-Habib,Pakistan,Kenya,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
7,Apr 2018,BBOXX,BBOXX,United Kingdom,Kenya,Electronic components,All other electrical e…,"Sales, Marketing & S…",* $1.80m,* 13,Expansion
8,Apr 2018,Majid Al Futtaim G…,Majid Al Futtaim G…,UAE,Kenya,Food and Beverages,Food & beverage ret…,Retail,* $12.70m,* 171,New
9,Apr 2018,Samsung Group,Samsung Electron…,South Korea,Kenya,Consumer electronics,Electronics & applian…,Retail,* $9.20m,* 78,New
10,Apr 2018,Sanofi,Sanofi,France,Kenya,Pharmaceuticals,Pharmaceutical prep…,"Sales, Marketing & S…",* $5.60m,* 34,New
11,Apr 2018,W Giertsen,W. Giertsen Energ…,Norway,Kenya,Renewable energy,Solar electric power,"Sales, Marketing & S…",* $22.90m,* 25,New
12,Mar 2018,Carrick Wealth,Carrick Wealth,South Africa,Kenya,Financial services,Investment manage…,Business Services,* $9.60m,* 27,New
13,Mar 2018,China Harzone In…,China Harzone In…,China,Kenya,Business services,Heavy & civil engine…,Business Services,* $27.80m,* 41,New
14,Mar 2018,Egyptian Agricultu…,Egyptian Agricultu…,Egypt,Kenya,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
15,Mar 2018,GSMA,GSMA,United Kingdom,Kenya,Communications,Other telecommunic…,"Sales, Marketing & S…",* $4.70m,* 62,New
