ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2013,Renaissance Group,Renaissance Group,Russia,Nigeria,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
2,Jul 2013,Venema Advies,Venema Advies Ni…,Netherlands,Nigeria,Communications,Computing infrastruc…,ICT & Internet Infras…,* $443.10m,* 100,New
3,Jul 2013,Wincor Nixdorf Int…,Wincor Nixdorf Int…,Germany,Nigeria,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 14,New
4,Jun 2013,Citigroup,Citigroup,United States,Nigeria,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
5,Jun 2013,Norton Rose Fulbri…,Norton Rose Fulbri…,United Kingdom,Nigeria,Business services,Legal services,Business Services,* $27.80m,* 8,New
6,Jun 2013,Shoprite,Shoprite,South Africa,Nigeria,Food and Beverages,Food & beverage ret…,Retail,* $12.70m,* 107,New
7,May 2013,deVere & Partners…,deVere & Partners…,Switzerland,Nigeria,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
8,May 2013,Equinox Internatio…,Equinox Internatio…,UAE,Nigeria,Software & IT services,Computer systems d…,Headquarters,* $12.20m,* 73,New
9,May 2013,Mara Group,Mara Group,UAE,Nigeria,Ceramics & glass,Glass & glass products,Manufacturing,$220.00m,"* 1,303",New
10,May 2013,Mr Price Group,Mr Price Group,South Africa,Nigeria,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
11,May 2013,Olam International,Olam International,Singapore,Nigeria,Food and Beverages,Snack food,Manufacturing,* $56.40m,* 288,New
12,May 2013,Sony,Sony,Japan,Nigeria,Consumer electronics,Other (Consumer ele…,"Sales, Marketing & S…",* $3.40m,* 29,New
13,May 2013,Symbion Power,Symbion Power,United States,Nigeria,"Coal, oil & gas",Fossil fuel electric po…,Headquarters,* $37.90m,* 140,New
14,May 2013,Toyota Motor,CFAO Group,Japan,Nigeria,Food and Beverages,Food & beverage ret…,Retail,* $12.70m,* 107,New
15,Apr 2013,Ajinomoto,West African Seas…,Japan,Nigeria,Food and Beverages,Seasoning & dressing,"Logistics, Distributio…",* $22.50m,* 158,New
