ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Aug 2018,Soluna Technologi…,Soluna Technologi…,United States,Morocco,Renewable energy,Wind electric power,Electricity,$2.50bn,200,New
2,Aug 2018,Soluna Technologi…,Soluna Technologi…,United States,Morocco,Communications,Computing infrastruc…,ICT & Internet Infras…,* $1.35bn,* 200,Co-Location
3,Aug 2018,Sumilon Industries,Sumilon Eco Pet,India,Morocco,Plastics,Laminated plastics pl…,Manufacturing,$100.00m,100,New
4,Jul 2018,ACWA Power,ACWA Power,Saudi Arabia,Morocco,Renewable energy,Wind electric power,Electricity,$170.00m,* 53,New
5,Jul 2018,Air Arabia,Air Arabia Maroc,UAE,Morocco,Transportation & Wa…,Air transportation,"Sales, Marketing & S…",* $6.30m,* 11,New
6,Jul 2018,ARD Holdings,Ardagh Group,Luxembourg,Morocco,Metals,Alumina & aluminiu…,Manufacturing,* $112.10m,* 413,Expansion
7,Jul 2018,Barcelo,Barcelo,Spain,Morocco,Hotels & tourism,Accommodation,Construction,* $116.60m,* 202,New
8,Jul 2018,Barcelo,Barcelo,Spain,Morocco,Hotels & tourism,Accommodation,Construction,* $116.60m,* 202,New
9,Jul 2018,CITIC Group,CiTiC Dicastal,Hong Kong,Morocco,Metals,Alumina & aluminiu…,Manufacturing,* $203.51m,650,New
10,Jul 2018,CITIC Group,CiTiC Dicastal,Hong Kong,Morocco,Metals,Alumina & aluminiu…,Manufacturing,* $203.51m,"1,200",New
11,Jul 2018,Indra Sistemas,Indra Sistemas,Spain,Morocco,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 54,New
12,Jul 2018,Laso Transportes,Laso Transportes,Portugal,Morocco,Transportation & Wa…,Truck transportation,"Sales, Marketing & S…",* $6.30m,* 11,New
13,Jul 2018,Mitsui Mining and …,Mitsui Kinzoku ACT,Japan,Morocco,Automotive compon…,Other motor vehicle …,Manufacturing,$14.05m,100,New
14,Jul 2018,Robert Bosch,BHS Electroména…,Germany,Morocco,Consumer electronics,Household appliances,Headquarters,* $25.50m,* 79,Expansion
15,Jul 2018,Satys (Finaero),STTS,France,Morocco,Aerospace,Aircraft,Manufacturing,$2.34m,50,New
