ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Mar 2015,British Engines,CMP Products,United Kingdom,South Africa,Electronic components,Communication & en…,"Logistics, Distributio…",* $12.90m,* 39,New
2,Mar 2015,Burberry,Burberry,United Kingdom,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
3,Mar 2015,Cotton On,Cotton On,Australia,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
4,Mar 2015,Dolce & Gabbana,Dolce & Gabbana,Italy,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
5,Mar 2015,Driver Group,Driver Group Africa,United Kingdom,South Africa,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 17,New
6,Mar 2015,Driver Group,Driver Group Africa,United Kingdom,South Africa,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 17,New
7,Mar 2015,Enel,Enel Green Power,Italy,South Africa,Renewable energy,Solar electric power,Electricity,* $169.60m,* 21,New
8,Mar 2015,Enel,Enel Green Power,Italy,South Africa,Renewable energy,Solar electric power,Electricity,* $169.60m,* 21,New
9,Mar 2015,Enel,Enel Green Power,Italy,South Africa,Renewable energy,Solar electric power,Electricity,* $169.60m,* 21,New
10,Mar 2015,Giorgio Armani,Giorgio Armani,Italy,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
11,Mar 2015,IC Group,Tiger of Sweden,Denmark,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
12,Mar 2015,Joh A Benckiser,Jimmy Choo,Germany,South Africa,Textiles,Footwear,Retail,* $4.40m,* 50,New
13,Mar 2015,Liebherr,Liebherr Africa,Switzerland,South Africa,Industrial equipment,"Agriculture, construc…",Maintenance & Servi…,* $7.80m,* 34,New
14,Mar 2015,MMR Research Wo…,MMR Research Wo…,United Kingdom,South Africa,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 17,New
15,Mar 2015,Morningstar,Morningstar,United States,South Africa,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 17,New
