ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Apr 2022,BBK Electronics,Vivo Electronics,China,South Africa,Communications,Communications equ…,Retail,* $6.30m,* 31,New
2,Apr 2022,Field Scope Intern…,Field Scope Intern…,United Kingdom,South Africa,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 17,New
3,Apr 2022,International Wor…,International Wor…,Switzerland,South Africa,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
4,Apr 2022,International Wor…,International Wor…,Switzerland,South Africa,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
5,Apr 2022,Jean Edwards Con…,Jean Edwards Con…,United Kingdom,South Africa,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 63,New
6,Apr 2022,Johnson & Johnson,Johnson & Johnson,United States,South Africa,Pharmaceuticals,Pharmaceutical prep…,Research & Develop…,* $35.30m,* 73,New
7,Apr 2022,Kamal Group,Kamal Steels,Tanzania,South Africa,Metals,Iron & steel mills & f…,Manufacturing,* $65.30m,* 197,New
8,Apr 2022,Kura,Kura,United Kingdom,South Africa,Business services,Business support ser…,Customer Contact C…,* $1.60m,200,Expansion
9,Apr 2022,Live Nation Entert…,Ticketmaster,United States,South Africa,Leisure & entertainm…,"Performing arts, spe…",Headquarters,* $7.40m,* 65,New
10,Apr 2022,Lotus Bakeries,Lotus Bakeries,Belgium,South Africa,Food and Beverages,Snack food,Manufacturing,$13.11m,* 13,Expansion
11,Apr 2022,Polarium,Polarium,Sweden,South Africa,Electronic components,Batteries,Manufacturing,* $22.70m,200,New
12,Apr 2022,Xiaomi (Beijing Xi…,Xiaomi (Beijing Xi…,China,South Africa,Communications,Communications equ…,Retail,* $6.30m,* 31,New
13,Mar 2022,Churpy,Churpy,Kenya,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
14,Mar 2022,Electricite de Fran…,EDF Renewables S…,France,South Africa,Renewable energy,Other electric power …,"Sales, Marketing & S…",* $22.90m,* 25,Expansion
15,Mar 2022,EPAM Systems,Emakina Group,United States,South Africa,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 17,New
