ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Sep 2024,ESI Group,ESI Group,France,Morocco,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 18,New
2,Sep 2024,Morgan Philips,Morgan Philips,Luxembourg,Morocco,Business services,Employment services,Business Services,* $27.80m,* 43,New
3,Sep 2024,Specialty MGA,Specialty MGA Afri…,United Kingdom,Morocco,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
4,Aug 2024,China Baoan Group,BTR New Material …,China,Morocco,Minerals,Other non-metallic …,Manufacturing,$368.39m,"* 3,000",New
5,Aug 2024,Eastvantage,Eastvantage,Philippines,Morocco,Business services,Business support ser…,Shared Services Cen…,* $9.40m,* 318,New
6,Aug 2024,Energean,Energean,United Kingdom,Morocco,Transportation & Wa…,Air transportation,"Logistics, Distributio…",* $76.60m,* 178,New
7,Aug 2024,Ocean Network Ex…,Ocean Network Ex…,Singapore,Morocco,Transportation & Wa…,Water transportation,"Sales, Marketing & S…",* $6.30m,* 11,New
8,Aug 2024,Ocean Network Ex…,Ocean Network Ex…,Singapore,Morocco,Transportation & Wa…,Water transportation,"Sales, Marketing & S…",* $6.30m,* 11,New
9,Aug 2024,Tata Group,Tata Advanced Sy…,India,Morocco,Space & defence,Military armoured ve…,Manufacturing,* $52.70m,* 145,New
10,Jul 2024,Airways Aviation,Airways Aviation,Australia,Morocco,Aerospace,Aircraft,Education & Training,* $31.80m,* 91,New
11,Jul 2024,Allianz Group,Allianz Group,Germany,Morocco,Financial services,Insurance,Shared Services Cen…,* $12.90m,* 326,New
12,Jul 2024,Japan Tobacco,Japan Tobacco Int…,Japan,Morocco,Food and Beverages,Tobacco,Manufacturing,$92.00m,170,New
13,Jul 2024,Mediterranean Shi…,Grandi Navi Veloci,Switzerland,Morocco,Transportation & Wa…,Water transportation,Headquarters,* $4.00m,20,New
14,Jul 2024,Puma,Puma,Germany,Morocco,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
15,Jul 2024,Sea&Ports Group,IMAGESA,Spain,Morocco,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $6.30m,* 11,New
