ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Dec 2023,International Airli…,IAG Cargo,United Kingdom,South Africa,Transportation & Wa…,Air transportation,"Logistics, Distributio…",* $9.90m,* 31,New
2,Dec 2023,Sunward Intellige…,Sunward South Af…,China,South Africa,Industrial equipment,"Agriculture, construc…","Logistics, Distributio…",* $15.90m,* 50,New
3,Dec 2023,TotalEnergies (Tot…,TotalEnergies (Tot…,France,South Africa,Renewable energy,Solar electric power,Electricity,* $169.60m,* 21,New
4,Nov 2023,Bizfly,Swoop Finance,Ireland,South Africa,Financial services,Retail banking,Business Services,* $9.60m,* 31,New
5,Nov 2023,Cisco Systems,Cisco Systems,United States,South Africa,Communications,Other telecommunic…,Business Services,* $5.20m,* 20,New
6,Nov 2023,Erich Netzsch Hol…,Netzsch Southern …,Germany,South Africa,Industrial equipment,General purpose ma…,Manufacturing,* $21.30m,* 60,New
7,Nov 2023,Ford Motor Compa…,Ford South Africa,United States,South Africa,Electronic components,Batteries,Manufacturing,* $137.20m,"* 1,208",Co-Location
8,Nov 2023,Hensoldt,Hensoldt South Af…,Germany,South Africa,Space & defence,Other (Space & defe…,"Sales, Marketing & S…",* $4.50m,* 59,New
9,Nov 2023,Mérieux NutriScie…,Mérieux NutriScie…,France,South Africa,Business services,"Professional, scientifi…",Research & Develop…,* $8.60m,* 73,Expansion
10,Nov 2023,Natura,Avon Products,Brazil,South Africa,Consumer products,"Cosmetics, perfume,…",Retail,* $10.90m,* 170,New
11,Nov 2023,Sany,Sany Heavy Indus…,China,South Africa,Industrial equipment,"Agriculture, construc…",Headquarters,$16.00m,* 62,Expansion
12,Nov 2023,Smyth & Co,Smyth & Co,United Kingdom,South Africa,Business services,Employment services,Business Services,* $27.80m,* 17,New
13,Nov 2023,Toni Pons,Toni Pons,Spain,South Africa,Textiles,Footwear,Retail,* $4.40m,* 50,New
14,Nov 2023,Travelopia,Travelopia,United Kingdom,South Africa,Hotels & tourism,Travel arrangement …,"Sales, Marketing & S…",* $1.30m,* 18,Expansion
15,Nov 2023,TTEC Holdings,TTEC Holdings,United States,South Africa,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 63,Expansion
