ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Aug 2023,Canon,Canon Middle East,Japan,Egypt,Business machines &…,Computer & peripher…,Customer Contact C…,* $9.00m,* 311,New
2,Aug 2023,Comin Insurance …,Comin Insurance …,Lebanon,Egypt,Financial services,Insurance,Headquarters,$2.00m,* 12,New
3,Aug 2023,Hisense,Hisense,China,Egypt,Consumer electronics,Other (Consumer ele…,"Sales, Marketing & S…",* $3.40m,* 29,New
4,Aug 2023,Knight Frank,Knight Frank,United Kingdom,Egypt,Real estate,Real estate services,"Sales, Marketing & S…",* $15.90m,* 25,New
5,Aug 2023,Novostal-M,Novostal-M,Russia,Egypt,Metals,Steel products,Manufacturing,* $257.80m,* 613,New
6,Aug 2023,NTG Clarity,NTG Clarity,Canada,Egypt,Software & IT services,Custom computer pr…,Business Services,* $2.40m,30,Expansion
7,Aug 2023,Olam International,Dehydro Foods,Singapore,Egypt,Food and Beverages,Seasoning & dressing,Manufacturing,* $9.90m,75,New
8,Aug 2023,Otsuka Holdings,Egypt Otsuka,Japan,Egypt,Consumer products,"Cosmetics, perfume,…",Manufacturing,$38.83m,* 568,New
9,Aug 2023,Public Investment…,Saudi Company fo…,Saudi Arabia,Egypt,Business services,Other support services,Business Services,* $27.80m,* 37,New
10,Aug 2023,Public Investment…,Saudi Company fo…,Saudi Arabia,Egypt,Business services,Other support services,Business Services,* $27.80m,* 37,New
11,Aug 2023,Public Investment…,Saudi Company fo…,Saudi Arabia,Egypt,Business services,Other support services,Headquarters,* $10.50m,* 995,New
12,Aug 2023,Tafaseel,Tafaseel,UAE,Egypt,Business services,Business support ser…,Business Services,* $27.80m,* 37,New
13,Aug 2023,Tarros,Carbox Srl,Italy,Egypt,Transportation & Wa…,Freight/Distribution …,Business Services,* $2.60m,* 13,New
14,Aug 2023,Technology & Stra…,Technology & Stra…,France,Egypt,Software & IT services,Custom computer pr…,Business Services,* $7.90m,* 98,New
15,Aug 2023,TEDA Investment …,TEDA Investment …,China,Egypt,Textiles,Textile product mills,Manufacturing,$60.00m,"* 1,625",New
