ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2018,Nurol Group,Nurol Makina,Turkey,Tunisia,Space & defence,Military armoured ve…,Manufacturing,* $14.90m,50,New
2,Jul 2018,PSZ electronic,PSZ electronic,Germany,Tunisia,Electronic components,Communication & en…,Manufacturing,$34.08m,"3,500",New
3,May 2018,Barac,Barac,United Kingdom,Tunisia,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 18,New
4,May 2018,Condor Electronics,Condor Electronics,Algeria,Tunisia,Consumer electronics,Audio & video equip…,Manufacturing,$17.66m,"1,000",New
5,Apr 2018,Anhui Conch Group,Anhui Conch Group,China,Tunisia,Building materials,Cement & concrete p…,"Sales, Marketing & S…",* $0.50m,* 8,New
6,Apr 2018,Digital Virgo,Digital Virgo,France,Tunisia,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 18,New
7,Mar 2018,Banque Sahelo Sa…,Banque Sahelo Sa…,Libya,Tunisia,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
8,Mar 2018,CICA Re,CICA Re,Togo,Tunisia,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
9,Mar 2018,Dongfeng Motor,Dongfeng Motor,China,Tunisia,Automotive OEM,Automobiles,Manufacturing,* $94.80m,* 884,New
10,Feb 2018,Dräxlmaier (Draex…,Dräxlmaier (Draex…,Germany,Tunisia,Automotive compon…,Motor vehicle electri…,Research & Develop…,* $1.40m,6,Co-Location
11,Feb 2018,LACASA Holding,LACASA Holding,UAE,Tunisia,Business services,"Architectural, engine…",Business Services,* $27.80m,* 29,New
12,Feb 2018,Merloni Finanziaria,Ariston Group (MT…,Italy,Tunisia,Industrial equipment,"Ventilation, heating, …",Manufacturing,* $5.40m,50,New
13,Jan 2018,Cimpress,National Pen,Netherlands,Tunisia,Consumer products,Office supplies (exce…,Customer Contact C…,* $9.60m,* 315,New
14,Jan 2018,Leoni,Leoni,Germany,Tunisia,Electronic components,Communication & en…,Manufacturing,$63.65m,"1,200",Expansion
15,Dec 2017,Advans Group,Advans Tunisie,Luxembourg,Tunisia,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
