ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jun 2022,ONErpm,ONErpm,United States,South Africa,Software & IT services,Internet publishing …,"Sales, Marketing & S…",* $5.20m,* 9,New
2,Jun 2022,Publicis Groupe,Publicis Groupe,France,South Africa,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 17,New
3,Jun 2022,Sarens,Sarens,Belgium,South Africa,Industrial equipment,General purpose ma…,"Logistics, Distributio…",* $15.90m,* 50,New
4,Jun 2022,Volkswagen,Volkswagen South…,Germany,South Africa,Business services,"Water, sewage & oth…",Recycling,$1.22m,* 1,Co-Location
5,May 2022,Accso (Accelerate…,Accso (Accelerate…,Germany,South Africa,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 63,New
6,May 2022,Activant Capital,Activant Capital,United States,South Africa,Financial services,Corporate & investm…,Business Services,* $0.90m,3,New
7,May 2022,Cuculus,Cuculus,Germany,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
8,May 2022,Fox Rubicon Capit…,Fox Rubicon Capit…,Brazil,South Africa,Financial services,Corporate & investm…,Business Services,* $9.60m,* 31,New
9,May 2022,FUCHS (Fuchs Pet…,Fuchs Lubricants …,Germany,South Africa,Chemicals,"Paints, coatings, add…",Headquarters,$32.28m,* 129,Expansion
10,May 2022,InSites Consulting,InSites Consulting,Belgium,South Africa,Business services,"Professional, scientifi…",Business Services,* $1.10m,7,Expansion
11,May 2022,Kerry Group,Kerry Group,Ireland,South Africa,Food and Beverages,Other (Food & Bever…,Manufacturing,$40.35m,* 39,New
12,May 2022,Pan African Resou…,Pan African Resou…,United Kingdom,South Africa,Renewable energy,Solar electric power,Electricity,* $169.60m,* 21,Co-Location
13,May 2022,Public Investment…,Maaden (Saudi Ar…,Saudi Arabia,South Africa,Chemicals,"Pesticide, fertilisers …","Sales, Marketing & S…",* $2.80m,* 13,New
14,May 2022,Zoom Video Com…,Zoom Video Com…,United States,South Africa,Communications,Wired telecommunic…,"Sales, Marketing & S…",* $4.70m,* 62,New
15,Apr 2022,Bantboru,Bantboru,Turkey,South Africa,Metals,Steel products,Manufacturing,* $65.30m,* 197,New
