ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2014,Kirloskar Brothers…,Kirloskar Brothers…,India,Ethiopia,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 11,New
2,Jun 2014,BNH Hospital,BNH Hospital,Thailand,Ethiopia,Healthcare,Outpatient care cent…,Business Services,* $2.70m,* 39,New
3,Jun 2014,Crown Paints Ken…,Crown Paints Ken…,Kenya,Ethiopia,Chemicals,"Paints, coatings, add…",Manufacturing,$8.01m,* 11,New
4,Jun 2014,Wilmar Internatio…,Wilmar Internatio…,Singapore,Ethiopia,Consumer products,"Cosmetics, perfume,…",Manufacturing,* $14.40m,* 418,Expansion
5,Jun 2014,Wilmar Internatio…,Wilmar Internatio…,Singapore,Ethiopia,Food and Beverages,Grains & oilseed,Manufacturing,* $66.50m,* 294,New
6,May 2014,Anadolu Ajansi (A…,Anadolu Ajansi (A…,Turkey,Ethiopia,Communications,Radio & TV broadcas…,"Sales, Marketing & S…",* $4.70m,* 62,New
7,May 2014,Co-opholdings Co-…,The Cooperative B…,Kenya,Ethiopia,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
8,May 2014,Merck KGaA,Merck KGaA,Germany,Ethiopia,Pharmaceuticals,Pharmaceutical prep…,"Sales, Marketing & S…",* $5.60m,* 34,New
9,May 2014,ShriVallabh Pittie …,ShriVallabh Pittie …,India,Ethiopia,Textiles,Textile product mills,Manufacturing,$550.00m,"3,000",New
10,Apr 2014,Akber,Akber,Turkey,Ethiopia,Textiles,Textile product mills,Manufacturing,$175.00m,"* 3,000",New
11,Apr 2014,Ayka Textile,Ayka Addis Textile…,Turkey,Ethiopia,Textiles,Textile product mills,Manufacturing,$51.79m,"13,000",Expansion
12,Apr 2014,Universal Weather…,Universal Weather…,United States,Ethiopia,Transportation & Wa…,Support activities for…,Business Services,* $2.60m,* 13,New
13,Mar 2014,Aora Solar,Aora Solar,Israel,Ethiopia,Renewable energy,Other electric power …,Electricity,* $206.10m,* 57,New
14,Mar 2014,Rodl & Partner G…,Rodl & Partner G…,Germany,Ethiopia,Business services,"Accounting, tax prep…",Business Services,* $27.80m,* 38,New
15,Feb 2014,Ethio-American D…,Ethio-American D…,United States,Ethiopia,Healthcare,General medical & s…,Construction,$100.00m,* 351,New
