ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2017,Crystal Lagoons,Crystal Lagoons,Netherlands,Egypt,Leisure & entertainm…,Other amusement & …,Headquarters,* $7.40m,* 65,New
2,Jul 2017,FunRock,FunRock,Sweden,Egypt,Software & IT services,"Video games, applic…",Research & Develop…,* $1.90m,10,New
3,Jun 2017,GS Yuasa,Inci GS Yuasa,Japan,Egypt,Electronic components,Batteries,"Sales, Marketing & S…",* $1.80m,* 13,New
4,Jun 2017,Trend Micro,Trend Micro,Japan,Egypt,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 44,New
5,Jun 2017,vardot,vardot,Jordan,Egypt,Software & IT services,Internet publishing …,"Sales, Marketing & S…",* $5.20m,* 44,New
6,May 2017,Cargill,Cargill,United States,Egypt,Food and Beverages,Grains & oilseed,"Logistics, Distributio…",* $22.50m,* 158,New
7,May 2017,Cargill,Cargill,United States,Egypt,Food and Beverages,Grains & oilseed,Manufacturing,* $51.60m,* 225,New
8,May 2017,GE Aerospace (Ge…,GE Oil and Gas,United States,Egypt,Industrial equipment,"Agriculture, construc…",Manufacturing,* $71.80m,* 219,New
9,May 2017,Orange (France Te…,Orange Egypt (Mo…,France,Egypt,Communications,Communications equ…,Retail,* $6.30m,* 31,New
10,May 2017,Sanmar Group,Chemplast Sanmar,India,Egypt,Plastics,"Urethane, foam prod…",Manufacturing,$300.00m,"* 3,000",New
11,May 2017,SSAB,SSAB,Sweden,Egypt,Metals,Steel products,"Sales, Marketing & S…",* $1.90m,* 8,New
12,Apr 2017,Angel Yeast,Angel Yeast,China,Egypt,Food and Beverages,Bakeries & tortillas,Manufacturing,$40.00m,* 302,New
13,Apr 2017,Deutsche Bahn,Schenker Egypt,Germany,Egypt,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $156.20m,* 111,New
14,Apr 2017,L'Oreal,L'Oreal Egypt,France,Egypt,Consumer products,"Cosmetics, perfume,…",Manufacturing,* $20.10m,* 969,New
15,Apr 2017,Mahmood Saeed,Mahmood Saeed,Saudi Arabia,Egypt,Food and Beverages,Dairy products,Manufacturing,$4.43m,* 33,New
