ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2021,Mallcomm,Mallcomm,United Kingdom,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
2,Jul 2021,Mikenopa,Mikenopa,Czech Republic,South Africa,Communications,Wired telecommunic…,"Sales, Marketing & S…",* $4.70m,* 62,New
3,Jul 2021,NULogic (NU Tech…,NULogic (NU Tech…,United States,South Africa,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 63,New
4,Jul 2021,Trevali Mining Cor…,Trevali Mining Cor…,Canada,South Africa,Software & IT services,Other (Software & IT…,Research & Develop…,* $32.40m,* 47,New
5,Jul 2021,Trina Solar,Trina Solar,China,South Africa,Electronic components,All other electrical e…,"Logistics, Distributio…",* $12.90m,* 39,New
6,Jul 2021,Vedanta Resources,Vedanta Zinc Inte…,United Kingdom,South Africa,Metals,Iron ore mining,Extraction,* $167.60m,250,Expansion
7,Jul 2021,Wipro,Wipro,India,South Africa,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 63,New
8,Jun 2021,Enertronica,Enertronica,Italy,South Africa,Electronic components,All other electrical e…,Manufacturing,$1.17m,* 10,New
9,Jun 2021,HackersEra,HackersEra,India,South Africa,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 63,New
10,Jun 2021,International Wor…,International Wor…,Switzerland,South Africa,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
11,Jun 2021,Mercedes-Benz Gr…,Mercedes-Benz,Germany,South Africa,Automotive OEM,Automobiles,Manufacturing,$206.40m,600,Expansion
12,Jun 2021,Nagarro,Nagarro,Germany,South Africa,Software & IT services,Custom computer pr…,Business Services,* $24.20m,300,Expansion
13,Jun 2021,Paragon Risk Engi…,Paragon Risk Engi…,United States,South Africa,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 17,New
14,Jun 2021,PFNonwovens,PFNonwovens,Czech Republic,South Africa,Textiles,Other (Textiles),Manufacturing,$40.00m,40,Expansion
15,Jun 2021,Ruvos,Ruvos,United States,South Africa,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 63,New
