ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Apr 2019,Rixos Hotels,Rixos Hotels,Turkey,Egypt,Hotels & tourism,Accommodation,Construction,* $154.90m,* 202,New
2,Apr 2019,Rixos Hotels,Rixos Hotels,Turkey,Egypt,Hotels & tourism,Accommodation,Construction,* $154.90m,* 202,New
3,Apr 2019,Sika,Sika,Switzerland,Egypt,Chemicals,"Paints, coatings, add…",Manufacturing,* $261.70m,* 525,Expansion
4,Apr 2019,TIME Hotels Mana…,TIME Hotels Mana…,UAE,Egypt,Hotels & tourism,Accommodation,Construction,* $154.90m,* 202,New
5,Mar 2019,Allianz Group,Allianz Egypt,Germany,Egypt,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
6,Mar 2019,Anghami,Anghami,Lebanon,Egypt,Software & IT services,Internet publishing …,"Sales, Marketing & S…",* $5.20m,* 44,New
7,Mar 2019,Fugro,Fugro,Netherlands,Egypt,Business services,"Architectural, engine…",Business Services,* $27.80m,* 37,Expansion
8,Mar 2019,Kalaam Telecom,Tawasul Telecom,Bahrain,Egypt,Communications,Wired telecommunic…,ICT & Internet Infras…,* $275.70m,* 100,New
9,Mar 2019,Nissan,Nissan Motor,Japan,Egypt,Automotive OEM,Automobiles,Manufacturing,* $81.00m,* 942,Expansion
10,Mar 2019,Nissan,Nissan,Japan,Egypt,Automotive OEM,Automobiles,Manufacturing,* $81.00m,* 942,New
11,Mar 2019,Savills,Savills,United Kingdom,Egypt,Real estate,Real estate services,"Sales, Marketing & S…",* $13.40m,30,Expansion
12,Mar 2019,The Association of…,The Association of…,Ghana,Egypt,Business services,Educational support …,Business Services,* $27.80m,* 37,New
13,Mar 2019,TIME Hotels Mana…,TIME Hotels Mana…,UAE,Egypt,Hotels & tourism,Accommodation,"Sales, Marketing & S…",* $1.30m,* 18,New
14,Feb 2019,Emirates National …,Emirates National …,UAE,Egypt,"Coal, oil & gas",Other petroleum & c…,"Sales, Marketing & S…",* $7.80m,* 30,New
15,Feb 2019,Fracht,Fracht,Switzerland,Egypt,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $6.30m,* 18,New
