ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jun 2009,Stanton Chase Int…,Stanton Chase Int…,United States,Nigeria,Business services,Employment services,Business Services,* $6.80m,* 15,New
2,Jun 2009,Zambeef (Zambee…,Zambeef (Zambee…,Zambia,Nigeria,Food and Beverages,Animal slaughtering …,Manufacturing,$9.00m,* 59,New
3,May 2009,Marcopolo,Marcopolo,Brazil,Nigeria,Automotive OEM,Heavy duty trucks,Maintenance & Servi…,* $6.10m,* 27,New
4,May 2009,Marcopolo,Marcopolo,Brazil,Nigeria,Automotive OEM,Heavy duty trucks,Maintenance & Servi…,* $6.10m,* 27,New
5,Apr 2009,Atlas Copco,Atlas Copco,Sweden,Nigeria,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $1.70m,20,New
6,Mar 2009,Standard Chartere…,Standard Chartere…,United Kingdom,Nigeria,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
7,Feb 2009,International Busi…,International Busi…,United States,Nigeria,Business machines &…,Computer & peripher…,Manufacturing,* $68.60m,* 558,New
8,Feb 2009,Mercuria Energy G…,Mercuria Energy G…,Switzerland,Nigeria,"Coal, oil & gas",Other petroleum & c…,"Sales, Marketing & S…",* $22.20m,* 54,New
9,Jan 2009,Cilek,Cilek,Turkey,Nigeria,Consumer products,Furniture & related p…,Retail,* $36.90m,* 179,New
10,Jan 2009,Kering (PPR),CFAO Group,France,Nigeria,Automotive OEM,Motor vehicle & part…,Retail,* $12.70m,* 33,New
11,Jan 2009,Seiko Epson,Seiko Epson,Japan,Nigeria,Business machines &…,Computer & peripher…,"Sales, Marketing & S…",* $1.30m,* 29,New
12,Dec 2008,Energy Equity Res…,Energy Equity Res…,United Kingdom,Nigeria,"Coal, oil & gas",Oil & gas extraction,Extraction,* $1.38bn,* 214,New
13,Dec 2008,Hilton Hotels (Hilt…,Hilton Hotels (Hilt…,United States,Nigeria,Hotels & tourism,Accommodation,Construction,$500.00m,"* 1,276",New
14,Dec 2008,TGS (TGS-NOPEC …,TGS (TGS-NOPEC …,Norway,Nigeria,"Coal, oil & gas",Support activities for…,"Sales, Marketing & S…",* $146.90m,* 87,New
15,Nov 2008,Access Holding Gr…,AB Microfinance B…,Germany,Nigeria,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
