ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Sep 2009,deVere & Partners…,deVere & Partners…,Switzerland,Egypt,Financial services,Corporate & investm…,Business Services,* $11.00m,* 18,New
2,Sep 2009,Emaar Properties,Hamptons Interna…,UAE,Egypt,Real estate,Real estate services,"Sales, Marketing & S…",* $28.30m,* 18,New
3,Sep 2009,Hennes & Mauritz …,Hennes & Mauritz …,Sweden,Egypt,Textiles,Clothing & clothing a…,Retail,* $11.90m,* 86,New
4,Sep 2009,Majid Al Futtaim G…,Majid Al Futtaim G…,UAE,Egypt,Food and Beverages,Food & beverage ret…,Retail,* $268.00m,* 177,New
5,Sep 2009,National Bank of …,National Bank of …,UAE,Egypt,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
6,Sep 2009,Vegas Oil and Gas,Vegas Oil and Gas,Greece,Egypt,"Coal, oil & gas",Oil & gas extraction,Extraction,* $373.70m,* 214,Expansion
7,Aug 2009,Barwa Real Estate,Barwa Real Estate,Qatar,Egypt,Real estate,Residential building …,Construction,$9.00bn,"* 3,000",New
8,Aug 2009,British Gas Group …,British Gas Group …,United Kingdom,Egypt,"Coal, oil & gas",Oil & gas extraction,Extraction,$1.00bn,* 415,New
9,Aug 2009,Circle Oil,Circle Oil,Ireland,Egypt,"Coal, oil & gas",Oil & gas extraction,Extraction,* $373.70m,* 214,Expansion
10,Aug 2009,Eni SpA,Eni SpA,Italy,Egypt,"Coal, oil & gas",Oil & gas extraction,Extraction,* $373.70m,* 214,New
11,Aug 2009,HM Chocolate Hol…,Al Nassma,Austria,Egypt,Food and Beverages,Food & beverage ret…,Retail,* $268.00m,* 177,New
12,Aug 2009,National Bank of …,National Bank of …,UAE,Egypt,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
13,Jul 2009,Air Liquide,Air Liquide,France,Egypt,Chemicals,Basic chemicals,Manufacturing,* $395.10m,* 149,New
14,Jul 2009,Air Liquide,Air Liquide,France,Egypt,Chemicals,Basic chemicals,Manufacturing,* $395.10m,* 149,New
15,Jul 2009,Air Liquide,Air Liquide,France,Egypt,Chemicals,Basic chemicals,Manufacturing,* $395.10m,* 149,New
