ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jan 2011,First Quantum Min…,First Quantum Min…,Canada,Zambia,Metals,"Copper, nickel, lead,…",Manufacturing,* $96.20m,* 342,New
2,Jan 2011,First Quantum Min…,First Quantum Min…,Canada,Zambia,Metals,"Copper, nickel, lead,…",Manufacturing,$390.00m,"* 3,000",Expansion
3,Jan 2011,First Quantum Min…,First Quantum Min…,Canada,Zambia,Metals,Nonferrous metal pr…,Manufacturing,* $96.20m,* 342,Co-Location
4,Jan 2011,Menafea Holding,Menafea Holding,Saudi Arabia,Zambia,Food and Beverages,Soft drinks & ice,Manufacturing,$125.00m,* 463,New
5,Jan 2011,Rolfes Group,Rolfes Group,South Africa,Zambia,Chemicals,Other chemical prod…,"Sales, Marketing & S…",$6.20m,* 14,New
6,Jan 2011,The China-Africa …,The China-Africa …,China,Zambia,Financial services,Corporate & investm…,Business Services,* $11.00m,* 18,New
7,Jan 2011,Vedanta Resources,Konkola Copper M…,United Kingdom,Zambia,Metals,"Coating, engraving, …",Manufacturing,$89.00m,* 786,New
8,Dec 2010,Elsewedy Electric …,Elsewedy Electric …,Egypt,Zambia,Electronic components,Electric lighting equi…,Manufacturing,* $31.20m,* 326,New
9,Dec 2010,Mahindra Group,Tech Mahindra,India,Zambia,Software & IT services,Custom computer pr…,Technical Support Ce…,$17.00m,* 222,New
10,Aug 2010,Nava Bharat Vent…,Maamba Collieries,India,Zambia,Renewable energy,Geothermal electric …,Electricity,* $231.70m,* 54,Co-Location
11,Aug 2010,Nava Bharat Vent…,Maamba Collieries,India,Zambia,"Coal, oil & gas",Coal mining,Manufacturing,$108.00m,* 22,Expansion
12,Jul 2010,Vale (Companhia …,Vale (Companhia …,Brazil,Zambia,Metals,"Copper, nickel, lead,…",Extraction,$400.00m,* 597,New
13,May 2010,AECI,AEL Central Africa,South Africa,Zambia,Chemicals,Other chemical prod…,Manufacturing,* $162.20m,* 149,Co-Location
14,May 2010,Mercator Transport,Mercator Transport,Canada,Zambia,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $15.30m,* 10,New
15,Apr 2010,deVere & Partners…,deVere & Partners…,Switzerland,Zambia,Financial services,Corporate & investm…,Business Services,* $11.00m,* 18,New
