ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Nov 2019,KfW Bankengrupp…,Deutsche Investiti…,Germany,Nigeria,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
2,Nov 2019,Ocorian,Ocorian,United Kingdom,Nigeria,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
3,Nov 2019,Office Cherifien de…,Office Cherifien de…,Morocco,Nigeria,Chemicals,"Pesticide, fertilisers …",Manufacturing,$1.30bn,* 1720,New
4,Nov 2019,Seeds&Chips,Seeds&Chips,Italy,Nigeria,Business services,"Professional, scientifi…",Research & Develop…,* $8.60m,* 73,New
5,Nov 2019,Toyota Motor,CFAO Group,Japan,Nigeria,Automotive OEM,Motor vehicle & part…,Retail,* $12.50m,* 37,New
6,Nov 2019,Tunga,Tunga,Netherlands,Nigeria,Business services,Employment services,Business Services,* $27.80m,* 8,New
7,Oct 2019,African Developm…,African Developm…,Côte d Ivoire,Nigeria,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
8,Oct 2019,China Communica…,China Harbour En…,China,Nigeria,Transportation & Wa…,Warehousing & stora…,"Logistics, Distributio…",$850.00m,* 3000,New
9,Oct 2019,Heficed,Heficed,United Kingdom,Nigeria,Communications,Computing infrastruc…,ICT & Internet Infras…,* $443.10m,* 100,New
10,Oct 2019,Heineken Holding,Nigerian Breweries,Netherlands,Nigeria,Food and Beverages,Breweries,Manufacturing,* $56.40m,* 288,Expansion
11,Oct 2019,International Wor…,International Wor…,Switzerland,Nigeria,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
12,Oct 2019,International Wor…,Spaces,Switzerland,Nigeria,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
13,Oct 2019,International Wor…,International Wor…,Switzerland,Nigeria,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
14,Oct 2019,Quantron AG,Quantron AG,Germany,Nigeria,Automotive compon…,Motor vehicle gasolin…,"Sales, Marketing & S…",* $1.80m,* 18,New
15,Oct 2019,SHV Holdings,Skretting,Netherlands,Nigeria,Food and Beverages,Animal food,Manufacturing,* $56.40m,* 288,New
