ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Dec 2025,Dayo Group,Dayo Group,Benin,Côte d Ivoire,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
2,Oct 2025,BRIAM,SCE Silo Construc…,Belgium,Côte d Ivoire,Industrial equipment,"Agriculture, construc…","Sales, Marketing & S…",* $2.90m,* 11,New
3,Oct 2025,Private Infrastruct…,InfraCo Africa,United Kingdom,Côte d Ivoire,Renewable energy,Solar electric power,Electricity,* $155.60m,* 57,New
4,Oct 2025,Sandvik,Sandvik Mining an…,Sweden,Côte d Ivoire,Industrial equipment,"Agriculture, construc…","Sales, Marketing & S…",* $2.90m,* 11,New
5,Sep 2025,NEOMA Business …,NEOMA Business …,France,Côte d Ivoire,Business services,"Business schools, co…",Business Services,* $27.80m,* 38,New
6,Sep 2025,Robust Internatio…,Robust Internatio…,Singapore,Côte d Ivoire,Food and Beverages,Snack food,Manufacturing,$26.46m,* 82,New
7,Sep 2025,SCE Chemicals,SCE Chemicals Ab…,Morocco,Côte d Ivoire,Chemicals,Basic chemicals,Manufacturing,$16.26m,* 22,New
8,Sep 2025,Société africaine d…,Société africaine d…,Burkina Faso,Côte d Ivoire,Financial services,Investment manage…,Business Services,* $9.60m,* 27,New
9,Sep 2025,Zenith Bank,Zenith Bank,Nigeria,Côte d Ivoire,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
10,Aug 2025,Dangote Group,Dangote Cement,Nigeria,Côte d Ivoire,Building materials,Cement & concrete p…,Manufacturing,* $63.50m,* 496,New
11,Aug 2025,Komatsu,Komatsu,Japan,Côte d Ivoire,Industrial equipment,"Agriculture, construc…",Education & Training,* $5.50m,* 35,New
12,Aug 2025,Mubadala Investm…,Infinity Power,UAE,Côte d Ivoire,Renewable energy,Solar electric power,Electricity,* $155.60m,* 57,New
13,Aug 2025,Mubadala Investm…,Infinity Power,UAE,Côte d Ivoire,Renewable energy,Solar electric power,Electricity,* $155.60m,* 57,New
14,Jul 2025,European Bank fo…,European Bank fo…,United Kingdom,Côte d Ivoire,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
15,Jul 2025,Nebius (Yandex NV),Yango,Netherlands,Côte d Ivoire,Software & IT services,Internet publishing …,"Sales, Marketing & S…",* $5.20m,* 18,New
