ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Dec 2010,Orange (France Te…,Orange Kenya,France,Kenya,Communications,Communications equ…,Retail,* $6.40m,* 51,New
2,Oct 2010,Doctor Pharma Ma…,Doctor Pharma Ma…,United Kingdom,Kenya,Healthcare,General medical & s…,Construction,* $49.40m,* 209,New
3,Oct 2010,Doctor Pharma Ma…,Doctor Pharma Ma…,United Kingdom,Kenya,Healthcare,Offices of physicians…,Business Services,* $2.70m,* 37,New
4,Oct 2010,SecureData Holdi…,SecureData Securi…,South Africa,Kenya,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 16,New
5,Oct 2010,Service Sales Cor…,Service Sales Cor…,Pakistan,Kenya,Textiles,Footwear,Retail,* $11.90m,* 86,New
6,Jul 2010,Bharti Group,Bharti Airtel,India,Kenya,Communications,Wireless telecommu…,Customer Contact C…,* $45.30m,"1,000",New
7,Jul 2010,Bharti Group,Bharti Airtel,India,Kenya,Communications,Wireless telecommu…,Headquarters,* $36.90m,* 80,New
8,Jul 2010,Nestle,Nestle,Switzerland,Kenya,Food and Beverages,Snack food,Manufacturing,$28.00m,* 183,Expansion
9,Jul 2010,Orange (France Te…,Orange Kenya,France,Kenya,Communications,Communications equ…,Retail,* $6.40m,* 51,New
10,Jun 2010,Cemtech,Cemtech Ltd,India,Kenya,Building materials,Cement & concrete p…,Manufacturing,* $211.40m,* 496,New
11,Jun 2010,Centrotec Sustain…,Ubbink B.V.,Germany,Kenya,Electronic components,All other electrical e…,Manufacturing,* $11.80m,* 157,New
12,Jun 2010,LG Corp,LG Electronics,South Korea,Kenya,Consumer electronics,Household appliances,Retail,* $12.30m,* 97,New
13,Jun 2010,Success Transfor…,Success Transfor…,Malaysia,Kenya,Industrial equipment,Mechanical power tr…,"Sales, Marketing & S…",* $2.90m,* 17,New
14,May 2010,Delton,Logwin AG (Thiel …,Germany,Kenya,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $15.30m,* 10,New
15,May 2010,Nokia,Nokia,Finland,Kenya,Communications,Communications equ…,Maintenance & Servi…,* $8.40m,* 82,New
