ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,May 2017,FactSet Research …,FactSet Research …,United States,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
2,May 2017,Harvard University,Harvard Business …,United States,South Africa,Business services,"Business schools, co…",Business Services,* $27.80m,* 17,New
3,May 2017,Microsoft,Microsoft,United States,South Africa,Communications,Computing infrastruc…,ICT & Internet Infras…,* $90.30m,* 100,New
4,May 2017,Microsoft,Microsoft,United States,South Africa,Communications,Computing infrastruc…,ICT & Internet Infras…,* $90.30m,* 100,New
5,May 2017,Seedlab,Seedlab,Germany,South Africa,Business services,Other support services,Business Services,* $27.80m,* 17,New
6,Apr 2017,China Overseas In…,China Overseas In…,Hong Kong,South Africa,Real estate,Other (Real estate),Headquarters,* $14.40m,* 61,New
7,Apr 2017,Covington & Burling,Covington & Burling,United States,South Africa,Business services,Legal services,Business Services,* $27.80m,* 17,New
8,Apr 2017,European Wealth,European Wealth,United Kingdom,South Africa,Financial services,Investment manage…,Business Services,* $9.60m,* 31,New
9,Apr 2017,Herbert Smith Fre…,Herbert Smith Fre…,United Kingdom,South Africa,Business services,Legal services,Business Services,* $3.80m,25,Expansion
10,Apr 2017,Hugo Boss,Hugo Boss,Germany,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
11,Apr 2017,Kiwi.com,Kiwi.com,Czech Republic,South Africa,Hotels & tourism,Travel arrangement …,"Sales, Marketing & S…",* $1.30m,* 18,New
12,Apr 2017,Meta (Facebook),Meta (Facebook),United States,South Africa,Software & IT services,Internet publishing …,"Sales, Marketing & S…",* $5.20m,* 9,Expansion
13,Apr 2017,OM Residual UK (…,Nedbank Private …,United Kingdom,South Africa,Financial services,Investment manage…,Business Services,* $9.60m,* 31,New
14,Apr 2017,Promtek,Promtek,United Kingdom,South Africa,Industrial equipment,All other industrial m…,"Sales, Marketing & S…",* $2.90m,* 11,New
15,Apr 2017,Sony,Sony,Japan,South Africa,Consumer electronics,Electronics & applian…,Retail,* $9.20m,* 78,New
