ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Apr 2014,Equity Assurance,Equity Assurance …,Nigeria,Liberia,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
2,Mar 2013,Jindal Organisatio…,Jindal Steel & Pow…,India,Liberia,"Coal, oil & gas",Fossil fuel electric po…,Electricity,$450.00m,* 30,New
3,Nov 2012,ConvergeNet,Simat Group,South Africa,Liberia,Business services,Other support services,Business Services,* $27.80m,* 38,New
4,Nov 2012,Nsight,Cellcom Telecom…,United States,Liberia,Communications,Wireless telecommu…,Customer Contact C…,$0.50m,* 14,New
5,Sep 2012,African Developm…,African Developm…,Côte d Ivoire,Liberia,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
6,Mar 2012,Dangote Group,Dangote Cement,Nigeria,Liberia,Building materials,Cement & concrete p…,Manufacturing,$35.00m,* 67,New
7,Dec 2011,MTN Group,Lonestar Cell MTN,South Africa,Liberia,Communications,Communications equ…,Retail,* $6.40m,* 51,New
8,Sep 2011,ArcelorMittal,ArcelorMittal,Luxembourg,Liberia,Metals,Iron ore mining,Extraction,* $270.00m,"* 1,012",New
9,Jan 2011,SEMS Exploration,SEMS Exploration,Ghana,Liberia,"Coal, oil & gas",Support activities for…,Business Services,* $4.30m,* 45,New
10,Oct 2010,Chevron,Chevron,United States,Liberia,"Coal, oil & gas",Other petroleum & c…,"Sales, Marketing & S…",* $22.20m,* 54,New
11,Oct 2010,EngelInvest,Elenilto Minerals a…,Israel,Liberia,Metals,Iron ore mining,Extraction,$1.60bn,"3,500",New
12,Oct 2010,EngelInvest,Elenilto Minerals a…,Israel,Liberia,Metals,Iron ore mining,"Sales, Marketing & S…",* $2.80m,* 9,New
13,May 2010,Stewart Group,Stewart Group,United Kingdom,Liberia,Business services,"Professional, scientifi…",Research & Develop…,* $9.10m,* 105,Expansion
14,Jan 2010,United Bank for Af…,United Bank for Af…,Nigeria,Liberia,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
15,May 2009,Ecobank Transnati…,Ecobank Transnati…,Togo,Liberia,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
