ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Aug 2016,Tunga,Tunga,Netherlands,Uganda,Business services,Employment services,Business Services,* $27.80m,* 38,New
2,Jul 2016,Jumo.World,Jumo.World,South Africa,Uganda,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 18,New
3,Jun 2016,Dell Technologies,Dell Technologies,United States,Uganda,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 18,New
4,May 2016,Exim Bank (Tanza…,Exim Bank (Tanza…,Tanzania,Uganda,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
5,May 2016,Kilimall,Kilimall,Kenya,Uganda,Consumer products,General merchandis…,"Sales, Marketing & S…",* $3.20m,* 37,New
6,May 2016,Metropolis Health …,Metropolis Health …,India,Uganda,Healthcare,Outpatient care cent…,Research & Develop…,* $10.60m,* 82,New
7,Apr 2016,Open Capital Advi…,Open Capital Advi…,Kenya,Uganda,Business services,Management consult…,Business Services,* $27.80m,* 38,New
8,Apr 2016,Yorkool Internatio…,Yorkool Internatio…,China,Uganda,Consumer products,"Cosmetics, perfume,…",Manufacturing,$2.30m,115,New
9,Feb 2016,Nakumatt Holdings,Nakumatt Holdings,Kenya,Uganda,Food and Beverages,Food & beverage ret…,Retail,* $0.80m,* 14,New
10,Oct 2015,Nakumatt Holdings,Nakumatt Holdings,Kenya,Uganda,Food and Beverages,Food & beverage ret…,Retail,$1.20m,* 22,New
11,Sep 2015,Lonrho,Fastjet,United Kingdom,Uganda,Transportation & Wa…,Air transportation,"Logistics, Distributio…",* $167.70m,* 111,New
12,Sep 2015,Prudential,Prudential Uganda,United Kingdom,Uganda,Financial services,Insurance,Headquarters,* $44.20m,* 93,New
13,Sep 2015,Smile Telecoms H…,Smile Telecoms H…,Mauritius,Uganda,Communications,Wireless telecommu…,ICT & Internet Infras…,* $108.80m,* 100,Expansion
14,Aug 2015,Andela,Andela,United States,Uganda,Business services,Employment services,Business Services,* $27.80m,* 38,New
15,Aug 2015,LG Corp,LG Electronics,South Korea,Uganda,Consumer electronics,Electronics & applian…,Retail,* $9.20m,* 78,New
