ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Oct 2008,Chevron,Cabinda Gulf Oil C…,United States,Angola,"Coal, oil & gas",Oil & gas extraction,Extraction,$3.80bn,"* 1,578",New
2,Oct 2008,Haitong Bank (Ba…,Escom,Portugal,Angola,Minerals,Nonmetallic mineral …,Extraction,* $55.60m,* 383,New
3,Oct 2008,Lonrho,Lonrho,United Kingdom,Angola,Building materials,Cement & concrete p…,Manufacturing,* $108.80m,* 342,New
4,Sep 2008,CITIC Group,CITIC Group,China,Angola,Real estate,Real estate services,Construction,$3.54bn,"* 3,000",New
5,Sep 2008,CLG (Centurion La…,CLG (Centurion La…,Equatorial Guinea,Angola,Business services,Legal services,Business Services,* $27.80m,* 38,New
6,Sep 2008,Shoprite,Shoprite,South Africa,Angola,Food and Beverages,Food & beverage ret…,Retail,* $16.60m,* 177,New
7,Aug 2008,Banco BPI,Banco de Foment…,Portugal,Angola,Financial services,Retail banking,Business Services,* $11.00m,* 9,New
8,Aug 2008,Huawei Technologi…,Huawei Technologi…,China,Angola,Communications,Communications equ…,Education & Training,* $7.00m,* 94,New
9,Jul 2008,BP (British Petrole…,BP (British Petrole…,United Kingdom,Angola,"Coal, oil & gas",Oil & gas extraction,Extraction,* $2.24bn,* 214,Expansion
10,Jul 2008,IGE Resources (In…,IGE Resources (In…,Sweden,Angola,Minerals,Nonmetallic mineral …,Extraction,* $55.60m,* 383,New
11,Jul 2008,Standard Bank Gr…,Standard Bank Gr…,South Africa,Angola,Financial services,Retail banking,Business Services,$25.00m,* 58,New
12,Jun 2008,Digital Archiving S…,Digital Archiving S…,South Africa,Angola,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $2.20m,10,New
13,Jun 2008,Finibanco,Finibanco,Portugal,Angola,Financial services,Retail banking,Headquarters,* $45.10m,* 91,New
14,Jun 2008,Finibanco,Finibanco Angola,Portugal,Angola,Financial services,Retail banking,Business Services,* $11.00m,* 9,New
15,Jun 2008,Finibanco,Finibanco Angola,Portugal,Angola,Financial services,Retail banking,Business Services,* $11.00m,* 9,New
