ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Apr 2014,Grupo DG,Grupo DG,Portugal,Angola,Industrial equipment,Measuring & control …,"Logistics, Distributio…",$6.90m,* 31,New
2,Apr 2014,TENDER,Prospectiuni,Romania,Angola,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 38,New
3,Apr 2014,TotalEnergies (Tot…,TotalEnergies (Tot…,France,Angola,"Coal, oil & gas",Oil & gas extraction,Extraction,$16.00bn,"* 3,000",New
4,Apr 2014,Walmart,Massmart,United States,Angola,Consumer products,Other (Consumer pr…,Retail,* $10.90m,* 170,New
5,Feb 2014,Robert Bosch,Bosch,Germany,Angola,Automotive compon…,Motor vehicle electri…,"Sales, Marketing & S…",* $1.80m,* 18,New
6,Dec 2013,Huntsworth,Grayling,United Kingdom,Angola,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 38,New
7,Dec 2013,Portugal Telecom,Unitel,Portugal,Angola,Communications,Wireless telecommu…,Retail,* $0.90m,14,New
8,Nov 2013,Nampak,Nampak,South Africa,Angola,Metals,Alumina & aluminiu…,Manufacturing,* $147.40m,* 443,Expansion
9,Nov 2013,The Foschini Group,The Foschini Group,South Africa,Angola,Consumer products,General merchandis…,Retail,* $10.90m,* 170,New
10,Oct 2013,Standard Chartere…,Standard Chartere…,United Kingdom,Angola,Financial services,Corporate & investm…,Business Services,* $9.60m,* 9,New
11,Sep 2013,Clover Industries,Clover Industries,South Africa,Angola,Food and Beverages,Dairy products,Manufacturing,* $34.50m,* 100,New
12,Sep 2013,Exceed,Exceed,United Kingdom,Angola,"Coal, oil & gas",Support activities for…,Business Services,* $4.50m,* 55,New
13,Sep 2013,Sumol+Compal,Sumol+Compal,Portugal,Angola,Food and Beverages,Soft drinks & ice,Manufacturing,$51.00m,100,New
14,Aug 2013,Shaanxi Automobi…,Shaanxi Automobi…,China,Angola,Automotive OEM,Motor vehicle & part…,Retail,$4.00m,* 14,New
15,Aug 2013,Shoprite,Shoprite,South Africa,Angola,Food and Beverages,Food & beverage ret…,Retail,* $12.70m,* 107,New
