ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Dec 2011,LG Corp,LG Electronics,South Korea,South Africa,Consumer electronics,Electronics & applian…,Retail,* $9.20m,* 78,New
2,Dec 2011,Memon Group (Sh…,Rubber World Ind…,UAE,South Africa,Rubber,Rubber hoses & belti…,"Sales, Marketing & S…",* $2.70m,* 19,New
3,Dec 2011,Pacific Basin,Pacific Basin,Hong Kong,South Africa,Transportation & Wa…,Water transportation,"Sales, Marketing & S…",* $15.30m,* 10,New
4,Dec 2011,Quintiles,Quintiles,United States,South Africa,Pharmaceuticals,Pharmaceutical prep…,Research & Develop…,* $35.30m,* 73,Expansion
5,Dec 2011,Scatec AS,Scatec Solar,Norway,South Africa,Renewable energy,Solar electric power,Electricity,$263.83m,* 52,New
6,Dec 2011,SolarReserve,SolarReserve,United States,South Africa,Renewable energy,Solar electric power,Electricity,* $300.00m,* 50,New
7,Dec 2011,SolarReserve,SolarReserve,United States,South Africa,Renewable energy,Solar electric power,Electricity,* $300.00m,* 50,New
8,Dec 2011,Trimble Navigation,Trimble Navigation,United States,South Africa,Communications,Navigational instrum…,"Sales, Marketing & S…",* $4.70m,* 62,New
9,Dec 2011,Universal Coal,Universal Coal,United Kingdom,South Africa,"Coal, oil & gas",Coal mining,Extraction,* $95.30m,* 230,New
10,Dec 2011,Vacancy Poster,Vacancy Poster,United Kingdom,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 9,New
11,Nov 2011,Airbus Group (Eur…,Airbus Helicopters…,Netherlands,South Africa,Aerospace,Aircraft,Maintenance & Servi…,$1.20m,* 8,Expansion
12,Nov 2011,Bannow Exports,Bannow Exports,Ireland,South Africa,Business services,"Water, sewage & oth…",Business Services,* $6.80m,* 15,New
13,Nov 2011,Celcite Manageme…,Celcite Manageme…,United States,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 9,Expansion
14,Nov 2011,Deutsche Post,DHL Express,Germany,South Africa,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $3.40m,12,New
15,Nov 2011,deVere & Partners…,deVere & Partners…,Switzerland,South Africa,Financial services,Corporate & investm…,Business Services,* $11.00m,* 21,New
